time 2021-06-24 15:19:41.578545 	memory 1910.0 	max_memory_used 1910.0 	retained_memory_used 1907.0 	retained_max_memory_used 1907.0
time 2021-06-24 15:19:41.580084 	memory 1912.0 	max_memory_used 1912.0 	retained_memory_used 1909.0 	retained_max_memory_used 1909.0
time 2021-06-24 15:19:41.580659 	memory 1916.0 	max_memory_used 1916.0 	retained_memory_used 1913.0 	retained_max_memory_used 1913.0
time 2021-06-24 15:19:41.587065 	memory 1918.0 	max_memory_used 1918.0 	retained_memory_used 1915.0 	retained_max_memory_used 1915.0
time 2021-06-24 15:19:41.598553 	memory 1920.0 	max_memory_used 1920.0 	retained_memory_used 1917.0 	retained_max_memory_used 1917.0
time 2021-06-24 15:19:41.609767 	memory 1924.0 	max_memory_used 1924.0 	retained_memory_used 1921.0 	retained_max_memory_used 1921.0
time 2021-06-24 15:19:41.617679 	memory 1926.0 	max_memory_used 1926.0 	retained_memory_used 1923.0 	retained_max_memory_used 1923.0
time 2021-06-24 15:19:41.618583 	memory 1928.0 	max_memory_used 1928.0 	retained_memory_used 1925.0 	retained_max_memory_used 1925.0
time 2021-06-24 15:19:41.619148 	memory 1930.0 	max_memory_used 1930.0 	retained_memory_used 1927.0 	retained_max_memory_used 1927.0
time 2021-06-24 15:19:41.620041 	memory 1938.0 	max_memory_used 1938.0 	retained_memory_used 1935.0 	retained_max_memory_used 1935.0
time 2021-06-24 15:19:41.646762 	memory 1942.0 	max_memory_used 1942.0 	retained_memory_used 1939.0 	retained_max_memory_used 1939.0
time 2021-06-24 15:19:41.647090 	memory 1950.0 	max_memory_used 1950.0 	retained_memory_used 1947.0 	retained_max_memory_used 1947.0
time 2021-06-24 15:19:41.698044 	memory 1952.0 	max_memory_used 1952.0 	retained_memory_used 1949.0 	retained_max_memory_used 1949.0
time 2021-06-24 15:19:41.699230 	memory 1958.0 	max_memory_used 1958.0 	retained_memory_used 1955.0 	retained_max_memory_used 1955.0
time 2021-06-24 15:19:41.702110 	memory 1984.0 	max_memory_used 1984.0 	retained_memory_used 1981.0 	retained_max_memory_used 1981.0
time 2021-06-24 15:19:41.726265 	memory 1986.0 	max_memory_used 1986.0 	retained_memory_used 1983.0 	retained_max_memory_used 1983.0
time 2021-06-24 15:19:41.738691 	memory 1988.0 	max_memory_used 1988.0 	retained_memory_used 1985.0 	retained_max_memory_used 1985.0
time 2021-06-24 15:19:41.740331 	memory 2012.0 	max_memory_used 2012.0 	retained_memory_used 2009.0 	retained_max_memory_used 2009.0
time 2021-06-24 15:19:41.741289 	memory 2016.0 	max_memory_used 2016.0 	retained_memory_used 2013.0 	retained_max_memory_used 2013.0
time 2021-06-24 15:19:41.748232 	memory 2022.0 	max_memory_used 2022.0 	retained_memory_used 2019.0 	retained_max_memory_used 2019.0
time 2021-06-24 15:19:41.748784 	memory 2028.0 	max_memory_used 2028.0 	retained_memory_used 2025.0 	retained_max_memory_used 2025.0
time 2021-06-24 15:19:41.749776 	memory 2034.0 	max_memory_used 2034.0 	retained_memory_used 2031.0 	retained_max_memory_used 2031.0
time 2021-06-24 15:19:41.755439 	memory 2384.0 	max_memory_used 2384.0 	retained_memory_used 2381.0 	retained_max_memory_used 2381.0
time 2021-06-24 15:19:42.390715 	memory 2480.0 	max_memory_used 2480.0 	retained_memory_used 2477.0 	retained_max_memory_used 2477.0
time 2021-06-24 15:19:42.589161 	memory 2482.0 	max_memory_used 2482.0 	retained_memory_used 2479.0 	retained_max_memory_used 2479.0
time 2021-06-24 15:19:42.591149 	memory 2484.0 	max_memory_used 2484.0 	retained_memory_used 2481.0 	retained_max_memory_used 2481.0
time 2021-06-24 15:19:44.054018 	memory 2502.0 	max_memory_used 2502.0 	retained_memory_used 2499.0 	retained_max_memory_used 2499.0
time 2021-06-24 15:19:44.054581 	memory 2504.0 	max_memory_used 2504.0 	retained_memory_used 2501.0 	retained_max_memory_used 2501.0
time 2021-06-24 15:19:44.056047 	memory 2508.0 	max_memory_used 2508.0 	retained_memory_used 2505.0 	retained_max_memory_used 2505.0
time 2021-06-24 15:19:44.162330 	memory 2556.0 	max_memory_used 2556.0 	retained_memory_used 2553.0 	retained_max_memory_used 2553.0
time 2021-06-24 15:19:45.817500 	memory 2646.0 	max_memory_used 2646.0 	retained_memory_used 2643.0 	retained_max_memory_used 2643.0
time 2021-06-24 15:19:52.675702 	memory 2650.0 	max_memory_used 2650.0 	retained_memory_used 2647.0 	retained_max_memory_used 2647.0
time 2021-06-24 15:19:52.676530 	memory 2658.0 	max_memory_used 2658.0 	retained_memory_used 2655.0 	retained_max_memory_used 2655.0
time 2021-06-24 15:19:52.677631 	memory 2664.0 	max_memory_used 2664.0 	retained_memory_used 2661.0 	retained_max_memory_used 2661.0
time 2021-06-24 15:19:52.678694 	memory 2672.0 	max_memory_used 2672.0 	retained_memory_used 2669.0 	retained_max_memory_used 2669.0
time 2021-06-24 15:19:54.269618 	memory 2716.0 	max_memory_used 2716.0 	retained_memory_used 2713.0 	retained_max_memory_used 2713.0
