time 2021-06-24 03:23:51.759677 	memory 6070.0 	max_memory_used 6070.0 	retained_memory_used 6067.0 	retained_max_memory_used 6067.0
time 2021-06-24 03:23:53.558136 	memory 6084.0 	max_memory_used 6084.0 	retained_memory_used 6081.0 	retained_max_memory_used 6081.0
time 2021-06-24 03:23:53.560757 	memory 6098.0 	max_memory_used 6098.0 	retained_memory_used 6095.0 	retained_max_memory_used 6095.0
time 2021-06-24 03:23:53.567497 	memory 6110.0 	max_memory_used 6110.0 	retained_memory_used 6107.0 	retained_max_memory_used 6107.0
time 2021-06-24 03:23:53.572868 	memory 6116.0 	max_memory_used 6116.0 	retained_memory_used 6113.0 	retained_max_memory_used 6113.0
time 2021-06-24 03:23:53.573942 	memory 6118.0 	max_memory_used 6118.0 	retained_memory_used 6115.0 	retained_max_memory_used 6115.0
time 2021-06-24 03:23:53.574367 	memory 6144.0 	max_memory_used 6144.0 	retained_memory_used 6141.0 	retained_max_memory_used 6141.0
time 2021-06-24 03:23:53.577457 	memory 6168.0 	max_memory_used 6168.0 	retained_memory_used 6165.0 	retained_max_memory_used 6165.0
time 2021-06-24 03:23:53.580444 	memory 6176.0 	max_memory_used 6176.0 	retained_memory_used 6173.0 	retained_max_memory_used 6173.0
time 2021-06-24 03:23:53.583941 	memory 6184.0 	max_memory_used 6184.0 	retained_memory_used 6181.0 	retained_max_memory_used 6181.0
time 2021-06-24 03:23:55.388012 	memory 6194.0 	max_memory_used 6194.0 	retained_memory_used 6191.0 	retained_max_memory_used 6191.0
time 2021-06-24 03:23:58.941146 	memory 6198.0 	max_memory_used 6198.0 	retained_memory_used 6195.0 	retained_max_memory_used 6195.0
time 2021-06-24 03:24:06.102407 	memory 6226.0 	max_memory_used 6226.0 	retained_memory_used 6223.0 	retained_max_memory_used 6223.0
time 2021-06-24 03:24:06.103179 	memory 6230.0 	max_memory_used 6230.0 	retained_memory_used 6227.0 	retained_max_memory_used 6227.0
time 2021-06-24 03:24:23.464048 	memory 6290.0 	max_memory_used 6290.0 	retained_memory_used 6287.0 	retained_max_memory_used 6287.0
time 2021-06-24 03:24:23.466580 	memory 6300.0 	max_memory_used 6300.0 	retained_memory_used 6297.0 	retained_max_memory_used 6297.0
time 2021-06-24 03:24:26.582053 	memory 6310.0 	max_memory_used 6310.0 	retained_memory_used 6307.0 	retained_max_memory_used 6307.0
time 2021-06-24 03:24:26.605834 	memory 6356.0 	max_memory_used 6356.0 	retained_memory_used 6353.0 	retained_max_memory_used 6353.0
time 2021-06-24 03:24:26.687442 	memory 6580.0 	max_memory_used 6580.0 	retained_memory_used 6577.0 	retained_max_memory_used 6577.0
