time 2021-06-24 03:35:25.346281 	memory 2429.0 	max_memory_used 2429.0 	retained_memory_used 2426.0 	retained_max_memory_used 2426.0
time 2021-06-24 03:35:25.346884 	memory 2445.0 	max_memory_used 2445.0 	retained_memory_used 2442.0 	retained_max_memory_used 2442.0
time 2021-06-24 03:35:25.347236 	memory 2457.0 	max_memory_used 2457.0 	retained_memory_used 2454.0 	retained_max_memory_used 2454.0
time 2021-06-24 03:35:25.347692 	memory 2461.0 	max_memory_used 2461.0 	retained_memory_used 2458.0 	retained_max_memory_used 2458.0
time 2021-06-24 03:35:25.348229 	memory 2465.0 	max_memory_used 2465.0 	retained_memory_used 2462.0 	retained_max_memory_used 2462.0
time 2021-06-24 03:35:25.700662 	memory 2473.0 	max_memory_used 2473.0 	retained_memory_used 2470.0 	retained_max_memory_used 2470.0
time 2021-06-24 03:35:25.701864 	memory 2477.0 	max_memory_used 2477.0 	retained_memory_used 2474.0 	retained_max_memory_used 2474.0
time 2021-06-24 03:35:25.702388 	memory 2485.0 	max_memory_used 2485.0 	retained_memory_used 2482.0 	retained_max_memory_used 2482.0
time 2021-06-24 03:35:25.703043 	memory 2487.0 	max_memory_used 2487.0 	retained_memory_used 2484.0 	retained_max_memory_used 2484.0
time 2021-06-24 03:35:25.703775 	memory 2491.0 	max_memory_used 2491.0 	retained_memory_used 2488.0 	retained_max_memory_used 2488.0
time 2021-06-24 03:35:25.704074 	memory 2493.0 	max_memory_used 2493.0 	retained_memory_used 2490.0 	retained_max_memory_used 2490.0
time 2021-06-24 03:35:25.704648 	memory 2495.0 	max_memory_used 2495.0 	retained_memory_used 2492.0 	retained_max_memory_used 2492.0
time 2021-06-24 03:35:25.705057 	memory 2497.0 	max_memory_used 2497.0 	retained_memory_used 2494.0 	retained_max_memory_used 2494.0
time 2021-06-24 03:35:25.706417 	memory 2499.0 	max_memory_used 2499.0 	retained_memory_used 2496.0 	retained_max_memory_used 2496.0
time 2021-06-24 03:35:25.712111 	memory 2503.0 	max_memory_used 2503.0 	retained_memory_used 2500.0 	retained_max_memory_used 2500.0
time 2021-06-24 03:35:25.712426 	memory 2505.0 	max_memory_used 2505.0 	retained_memory_used 2502.0 	retained_max_memory_used 2502.0
time 2021-06-24 03:35:25.713332 	memory 2507.0 	max_memory_used 2507.0 	retained_memory_used 2504.0 	retained_max_memory_used 2504.0
time 2021-06-24 03:35:25.713603 	memory 2519.0 	max_memory_used 2519.0 	retained_memory_used 2516.0 	retained_max_memory_used 2516.0
time 2021-06-24 03:35:25.714482 	memory 2531.0 	max_memory_used 2531.0 	retained_memory_used 2528.0 	retained_max_memory_used 2528.0
time 2021-06-24 03:35:25.714997 	memory 2535.0 	max_memory_used 2535.0 	retained_memory_used 2532.0 	retained_max_memory_used 2532.0
time 2021-06-24 03:35:25.715680 	memory 2541.0 	max_memory_used 2541.0 	retained_memory_used 2538.0 	retained_max_memory_used 2538.0
time 2021-06-24 03:35:25.716499 	memory 2543.0 	max_memory_used 2543.0 	retained_memory_used 2540.0 	retained_max_memory_used 2540.0
time 2021-06-24 03:35:25.716942 	memory 2549.0 	max_memory_used 2549.0 	retained_memory_used 2546.0 	retained_max_memory_used 2546.0
time 2021-06-24 03:35:25.718758 	memory 2553.0 	max_memory_used 2553.0 	retained_memory_used 2550.0 	retained_max_memory_used 2550.0
time 2021-06-24 03:35:25.719193 	memory 2559.0 	max_memory_used 2559.0 	retained_memory_used 2556.0 	retained_max_memory_used 2556.0
time 2021-06-24 03:35:25.720800 	memory 2563.0 	max_memory_used 2563.0 	retained_memory_used 2560.0 	retained_max_memory_used 2560.0
time 2021-06-24 03:35:25.722642 	memory 2565.0 	max_memory_used 2565.0 	retained_memory_used 2562.0 	retained_max_memory_used 2562.0
time 2021-06-24 03:35:25.791703 	memory 2617.0 	max_memory_used 2617.0 	retained_memory_used 2614.0 	retained_max_memory_used 2614.0
time 2021-06-24 03:35:27.508778 	memory 2635.0 	max_memory_used 2635.0 	retained_memory_used 2632.0 	retained_max_memory_used 2632.0
time 2021-06-24 03:35:28.139825 	memory 2847.0 	max_memory_used 2847.0 	retained_memory_used 2844.0 	retained_max_memory_used 2844.0
time 2021-06-24 03:35:32.311545 	memory 2855.0 	max_memory_used 2855.0 	retained_memory_used 2852.0 	retained_max_memory_used 2852.0
time 2021-06-24 03:35:32.312109 	memory 2859.0 	max_memory_used 2859.0 	retained_memory_used 2856.0 	retained_max_memory_used 2856.0
time 2021-06-24 03:35:32.312674 	memory 2865.0 	max_memory_used 2865.0 	retained_memory_used 2862.0 	retained_max_memory_used 2862.0
time 2021-06-24 03:35:32.313871 	memory 2869.0 	max_memory_used 2869.0 	retained_memory_used 2866.0 	retained_max_memory_used 2866.0
time 2021-06-24 03:35:32.314156 	memory 2875.0 	max_memory_used 2875.0 	retained_memory_used 2872.0 	retained_max_memory_used 2872.0
time 2021-06-24 03:35:32.314858 	memory 2877.0 	max_memory_used 2877.0 	retained_memory_used 2874.0 	retained_max_memory_used 2874.0
time 2021-06-24 03:35:32.315264 	memory 2883.0 	max_memory_used 2883.0 	retained_memory_used 2880.0 	retained_max_memory_used 2880.0
time 2021-06-24 03:35:32.315779 	memory 2887.0 	max_memory_used 2887.0 	retained_memory_used 2884.0 	retained_max_memory_used 2884.0
time 2021-06-24 03:35:32.316164 	memory 2893.0 	max_memory_used 2893.0 	retained_memory_used 2890.0 	retained_max_memory_used 2890.0
time 2021-06-24 03:35:32.316601 	memory 2895.0 	max_memory_used 2895.0 	retained_memory_used 2892.0 	retained_max_memory_used 2892.0
time 2021-06-24 03:35:32.317396 	memory 2899.0 	max_memory_used 2899.0 	retained_memory_used 2896.0 	retained_max_memory_used 2896.0
time 2021-06-24 03:35:32.317713 	memory 2901.0 	max_memory_used 2901.0 	retained_memory_used 2898.0 	retained_max_memory_used 2898.0
time 2021-06-24 03:35:32.318931 	memory 2903.0 	max_memory_used 2903.0 	retained_memory_used 2900.0 	retained_max_memory_used 2900.0
time 2021-06-24 03:35:32.952378 	memory 2913.0 	max_memory_used 2913.0 	retained_memory_used 2910.0 	retained_max_memory_used 2910.0
time 2021-06-24 03:35:32.952756 	memory 2915.0 	max_memory_used 2915.0 	retained_memory_used 2912.0 	retained_max_memory_used 2912.0
time 2021-06-24 03:35:32.953197 	memory 2927.0 	max_memory_used 2927.0 	retained_memory_used 2924.0 	retained_max_memory_used 2924.0
time 2021-06-24 03:35:32.953668 	memory 2931.0 	max_memory_used 2931.0 	retained_memory_used 2928.0 	retained_max_memory_used 2928.0
time 2021-06-24 03:35:32.954224 	memory 2937.0 	max_memory_used 2937.0 	retained_memory_used 2934.0 	retained_max_memory_used 2934.0
time 2021-06-24 03:35:32.954604 	memory 2941.0 	max_memory_used 2941.0 	retained_memory_used 2938.0 	retained_max_memory_used 2938.0
time 2021-06-24 03:35:32.955138 	memory 2945.0 	max_memory_used 2945.0 	retained_memory_used 2942.0 	retained_max_memory_used 2942.0
time 2021-06-24 03:35:32.955357 	memory 2951.0 	max_memory_used 2951.0 	retained_memory_used 2948.0 	retained_max_memory_used 2948.0
time 2021-06-24 03:35:32.955915 	memory 2955.0 	max_memory_used 2955.0 	retained_memory_used 2952.0 	retained_max_memory_used 2952.0
time 2021-06-24 03:35:32.956284 	memory 2961.0 	max_memory_used 2961.0 	retained_memory_used 2958.0 	retained_max_memory_used 2958.0
time 2021-06-24 03:35:32.956517 	memory 2965.0 	max_memory_used 2965.0 	retained_memory_used 2962.0 	retained_max_memory_used 2962.0
time 2021-06-24 03:35:32.957087 	memory 2971.0 	max_memory_used 2971.0 	retained_memory_used 2968.0 	retained_max_memory_used 2968.0
time 2021-06-24 03:35:32.957465 	memory 2975.0 	max_memory_used 2975.0 	retained_memory_used 2972.0 	retained_max_memory_used 2972.0
time 2021-06-24 03:35:32.958217 	memory 2979.0 	max_memory_used 2979.0 	retained_memory_used 2976.0 	retained_max_memory_used 2976.0
time 2021-06-24 03:35:32.958467 	memory 2983.0 	max_memory_used 2983.0 	retained_memory_used 2980.0 	retained_max_memory_used 2980.0
time 2021-06-24 03:35:32.958707 	memory 2987.0 	max_memory_used 2987.0 	retained_memory_used 2984.0 	retained_max_memory_used 2984.0
time 2021-06-24 03:35:32.959528 	memory 2991.0 	max_memory_used 2991.0 	retained_memory_used 2988.0 	retained_max_memory_used 2988.0
time 2021-06-24 03:35:32.959995 	memory 2993.0 	max_memory_used 2993.0 	retained_memory_used 2990.0 	retained_max_memory_used 2990.0
time 2021-06-24 03:35:32.960811 	memory 2995.0 	max_memory_used 2995.0 	retained_memory_used 2992.0 	retained_max_memory_used 2992.0
time 2021-06-24 03:35:33.686567 	memory 3003.0 	max_memory_used 3003.0 	retained_memory_used 3000.0 	retained_max_memory_used 3000.0
time 2021-06-24 03:35:33.686890 	memory 3007.0 	max_memory_used 3007.0 	retained_memory_used 3004.0 	retained_max_memory_used 3004.0
time 2021-06-24 03:35:33.687230 	memory 3019.0 	max_memory_used 3019.0 	retained_memory_used 3016.0 	retained_max_memory_used 3016.0
time 2021-06-24 03:35:33.687597 	memory 3031.0 	max_memory_used 3031.0 	retained_memory_used 3028.0 	retained_max_memory_used 3028.0
time 2021-06-24 03:35:33.688213 	memory 3037.0 	max_memory_used 3037.0 	retained_memory_used 3034.0 	retained_max_memory_used 3034.0
time 2021-06-24 03:35:33.688441 	memory 3049.0 	max_memory_used 3049.0 	retained_memory_used 3046.0 	retained_max_memory_used 3046.0
time 2021-06-24 03:35:33.689570 	memory 3055.0 	max_memory_used 3055.0 	retained_memory_used 3052.0 	retained_max_memory_used 3052.0
time 2021-06-24 03:35:33.689790 	memory 3061.0 	max_memory_used 3061.0 	retained_memory_used 3058.0 	retained_max_memory_used 3058.0
time 2021-06-24 03:35:33.690881 	memory 3067.0 	max_memory_used 3067.0 	retained_memory_used 3064.0 	retained_max_memory_used 3064.0
time 2021-06-24 03:35:33.691101 	memory 3073.0 	max_memory_used 3073.0 	retained_memory_used 3070.0 	retained_max_memory_used 3070.0
time 2021-06-24 03:35:33.692129 	memory 3079.0 	max_memory_used 3079.0 	retained_memory_used 3076.0 	retained_max_memory_used 3076.0
time 2021-06-24 03:35:33.692350 	memory 3085.0 	max_memory_used 3085.0 	retained_memory_used 3082.0 	retained_max_memory_used 3082.0
