time 2021-06-24 18:46:13.442208 	memory 574.0 	max_memory_used 574.0 	retained_memory_used 571.0 	retained_max_memory_used 571.0
time 2021-06-24 18:46:13.442602 	memory 578.0 	max_memory_used 578.0 	retained_memory_used 575.0 	retained_max_memory_used 575.0
time 2021-06-24 18:46:13.669907 	memory 588.0 	max_memory_used 588.0 	retained_memory_used 585.0 	retained_max_memory_used 585.0
time 2021-06-24 18:46:13.673164 	memory 592.0 	max_memory_used 592.0 	retained_memory_used 589.0 	retained_max_memory_used 589.0
time 2021-06-24 18:46:13.673763 	memory 596.0 	max_memory_used 596.0 	retained_memory_used 593.0 	retained_max_memory_used 593.0
time 2021-06-24 18:46:13.674313 	memory 600.0 	max_memory_used 600.0 	retained_memory_used 597.0 	retained_max_memory_used 597.0
time 2021-06-24 18:46:13.674833 	memory 604.0 	max_memory_used 604.0 	retained_memory_used 601.0 	retained_max_memory_used 601.0
time 2021-06-24 18:46:13.678575 	memory 610.0 	max_memory_used 610.0 	retained_memory_used 607.0 	retained_max_memory_used 607.0
time 2021-06-24 18:46:13.679333 	memory 614.0 	max_memory_used 614.0 	retained_memory_used 611.0 	retained_max_memory_used 611.0
time 2021-06-24 18:46:13.711675 	memory 616.0 	max_memory_used 616.0 	retained_memory_used 613.0 	retained_max_memory_used 613.0
time 2021-06-24 18:46:13.712367 	memory 620.0 	max_memory_used 620.0 	retained_memory_used 617.0 	retained_max_memory_used 617.0
time 2021-06-24 18:46:13.712972 	memory 624.0 	max_memory_used 624.0 	retained_memory_used 621.0 	retained_max_memory_used 621.0
time 2021-06-24 18:46:13.713563 	memory 628.0 	max_memory_used 628.0 	retained_memory_used 625.0 	retained_max_memory_used 625.0
time 2021-06-24 18:46:13.717208 	memory 632.0 	max_memory_used 632.0 	retained_memory_used 629.0 	retained_max_memory_used 629.0
time 2021-06-24 18:46:13.742129 	memory 634.0 	max_memory_used 634.0 	retained_memory_used 631.0 	retained_max_memory_used 631.0
time 2021-06-24 18:46:13.742452 	memory 638.0 	max_memory_used 638.0 	retained_memory_used 635.0 	retained_max_memory_used 635.0
time 2021-06-24 18:46:13.780822 	memory 642.0 	max_memory_used 642.0 	retained_memory_used 639.0 	retained_max_memory_used 639.0
time 2021-06-24 18:46:13.781674 	memory 646.0 	max_memory_used 646.0 	retained_memory_used 643.0 	retained_max_memory_used 643.0
time 2021-06-24 18:46:13.782264 	memory 650.0 	max_memory_used 650.0 	retained_memory_used 647.0 	retained_max_memory_used 647.0
time 2021-06-24 18:46:13.851213 	memory 654.0 	max_memory_used 654.0 	retained_memory_used 651.0 	retained_max_memory_used 651.0
time 2021-06-24 18:46:13.880654 	memory 660.0 	max_memory_used 660.0 	retained_memory_used 657.0 	retained_max_memory_used 657.0
time 2021-06-24 18:46:13.907813 	memory 664.0 	max_memory_used 664.0 	retained_memory_used 661.0 	retained_max_memory_used 661.0
time 2021-06-24 18:46:13.946356 	memory 666.0 	max_memory_used 666.0 	retained_memory_used 663.0 	retained_max_memory_used 663.0
time 2021-06-24 18:46:13.947305 	memory 670.0 	max_memory_used 670.0 	retained_memory_used 667.0 	retained_max_memory_used 667.0
time 2021-06-24 18:46:13.967926 	memory 672.0 	max_memory_used 672.0 	retained_memory_used 669.0 	retained_max_memory_used 669.0
time 2021-06-24 18:46:13.968601 	memory 676.0 	max_memory_used 676.0 	retained_memory_used 673.0 	retained_max_memory_used 673.0
time 2021-06-24 18:46:13.970666 	memory 680.0 	max_memory_used 680.0 	retained_memory_used 677.0 	retained_max_memory_used 677.0
time 2021-06-24 18:46:13.971113 	memory 684.0 	max_memory_used 684.0 	retained_memory_used 681.0 	retained_max_memory_used 681.0
time 2021-06-24 18:46:13.988836 	memory 686.0 	max_memory_used 686.0 	retained_memory_used 683.0 	retained_max_memory_used 683.0
time 2021-06-24 18:46:13.989408 	memory 688.0 	max_memory_used 688.0 	retained_memory_used 685.0 	retained_max_memory_used 685.0
time 2021-06-24 18:46:13.990824 	memory 692.0 	max_memory_used 692.0 	retained_memory_used 689.0 	retained_max_memory_used 689.0
