time 2021-06-24 16:13:51.463608 	memory 1293.0 	max_memory_used 1293.0 	retained_memory_used 1290.0 	retained_max_memory_used 1290.0
time 2021-06-24 16:13:51.464391 	memory 1297.0 	max_memory_used 1297.0 	retained_memory_used 1294.0 	retained_max_memory_used 1294.0
time 2021-06-24 16:13:51.464735 	memory 1301.0 	max_memory_used 1301.0 	retained_memory_used 1298.0 	retained_max_memory_used 1298.0
time 2021-06-24 16:13:51.479552 	memory 1303.0 	max_memory_used 1303.0 	retained_memory_used 1300.0 	retained_max_memory_used 1300.0
time 2021-06-24 16:13:51.521416 	memory 1651.0 	max_memory_used 1651.0 	retained_memory_used 1648.0 	retained_max_memory_used 1648.0
time 2021-06-24 16:13:51.544348 	memory 1655.0 	max_memory_used 1655.0 	retained_memory_used 1652.0 	retained_max_memory_used 1652.0
time 2021-06-24 16:13:51.717002 	memory 1657.0 	max_memory_used 1657.0 	retained_memory_used 1654.0 	retained_max_memory_used 1654.0
time 2021-06-24 16:13:51.718440 	memory 1661.0 	max_memory_used 1661.0 	retained_memory_used 1658.0 	retained_max_memory_used 1658.0
time 2021-06-24 16:13:51.718898 	memory 1665.0 	max_memory_used 1665.0 	retained_memory_used 1662.0 	retained_max_memory_used 1662.0
time 2021-06-24 16:13:51.743476 	memory 1667.0 	max_memory_used 1667.0 	retained_memory_used 1664.0 	retained_max_memory_used 1664.0
time 2021-06-24 16:13:51.744837 	memory 1669.0 	max_memory_used 1669.0 	retained_memory_used 1666.0 	retained_max_memory_used 1666.0
time 2021-06-24 16:13:51.792151 	memory 1685.0 	max_memory_used 1685.0 	retained_memory_used 1682.0 	retained_max_memory_used 1682.0
time 2021-06-24 16:13:51.794622 	memory 2045.0 	max_memory_used 2045.0 	retained_memory_used 2042.0 	retained_max_memory_used 2042.0
time 2021-06-24 16:13:51.874682 	memory 2053.0 	max_memory_used 2053.0 	retained_memory_used 2050.0 	retained_max_memory_used 2050.0
time 2021-06-24 16:13:51.915721 	memory 2069.0 	max_memory_used 2069.0 	retained_memory_used 2066.0 	retained_max_memory_used 2066.0
time 2021-06-24 16:13:51.987446 	memory 2083.0 	max_memory_used 2083.0 	retained_memory_used 2080.0 	retained_max_memory_used 2080.0
time 2021-06-24 16:13:52.067746 	memory 2091.0 	max_memory_used 2091.0 	retained_memory_used 2088.0 	retained_max_memory_used 2088.0
time 2021-06-24 16:13:52.103791 	memory 2095.0 	max_memory_used 2095.0 	retained_memory_used 2092.0 	retained_max_memory_used 2092.0
time 2021-06-24 16:13:52.242513 	memory 2109.0 	max_memory_used 2109.0 	retained_memory_used 2106.0 	retained_max_memory_used 2106.0
time 2021-06-24 16:13:52.276966 	memory 2117.0 	max_memory_used 2117.0 	retained_memory_used 2114.0 	retained_max_memory_used 2114.0
time 2021-06-24 16:13:52.321474 	memory 2125.0 	max_memory_used 2125.0 	retained_memory_used 2122.0 	retained_max_memory_used 2122.0
time 2021-06-24 16:13:52.381688 	memory 2137.0 	max_memory_used 2137.0 	retained_memory_used 2134.0 	retained_max_memory_used 2134.0
time 2021-06-24 16:13:52.530661 	memory 2147.0 	max_memory_used 2147.0 	retained_memory_used 2144.0 	retained_max_memory_used 2144.0
time 2021-06-24 16:13:52.711685 	memory 2149.0 	max_memory_used 2149.0 	retained_memory_used 2146.0 	retained_max_memory_used 2146.0
time 2021-06-24 16:13:52.763426 	memory 2151.0 	max_memory_used 2151.0 	retained_memory_used 2148.0 	retained_max_memory_used 2148.0
time 2021-06-24 16:13:52.853559 	memory 2159.0 	max_memory_used 2159.0 	retained_memory_used 2156.0 	retained_max_memory_used 2156.0
time 2021-06-24 16:13:52.956851 	memory 2165.0 	max_memory_used 2165.0 	retained_memory_used 2162.0 	retained_max_memory_used 2162.0
time 2021-06-24 16:13:53.019602 	memory 2171.0 	max_memory_used 2171.0 	retained_memory_used 2168.0 	retained_max_memory_used 2168.0
time 2021-06-24 16:13:53.060420 	memory 2177.0 	max_memory_used 2177.0 	retained_memory_used 2174.0 	retained_max_memory_used 2174.0
time 2021-06-24 16:13:53.092257 	memory 2181.0 	max_memory_used 2181.0 	retained_memory_used 2178.0 	retained_max_memory_used 2178.0
time 2021-06-24 16:13:53.145160 	memory 2185.0 	max_memory_used 2185.0 	retained_memory_used 2182.0 	retained_max_memory_used 2182.0
time 2021-06-24 16:13:53.182818 	memory 2189.0 	max_memory_used 2189.0 	retained_memory_used 2186.0 	retained_max_memory_used 2186.0
time 2021-06-24 16:13:53.240444 	memory 2195.0 	max_memory_used 2195.0 	retained_memory_used 2192.0 	retained_max_memory_used 2192.0
time 2021-06-24 16:13:53.266339 	memory 2197.0 	max_memory_used 2197.0 	retained_memory_used 2194.0 	retained_max_memory_used 2194.0
time 2021-06-24 16:13:53.468412 	memory 2219.0 	max_memory_used 2219.0 	retained_memory_used 2216.0 	retained_max_memory_used 2216.0
time 2021-06-24 16:13:53.517158 	memory 2227.0 	max_memory_used 2227.0 	retained_memory_used 2224.0 	retained_max_memory_used 2224.0
time 2021-06-24 16:13:53.600863 	memory 2241.0 	max_memory_used 2241.0 	retained_memory_used 2238.0 	retained_max_memory_used 2238.0
time 2021-06-24 16:13:53.674440 	memory 2247.0 	max_memory_used 2247.0 	retained_memory_used 2244.0 	retained_max_memory_used 2244.0
time 2021-06-24 16:13:53.720496 	memory 2251.0 	max_memory_used 2251.0 	retained_memory_used 2248.0 	retained_max_memory_used 2248.0
time 2021-06-24 16:13:53.744625 	memory 2253.0 	max_memory_used 2253.0 	retained_memory_used 2250.0 	retained_max_memory_used 2250.0
time 2021-06-24 16:13:53.841267 	memory 2255.0 	max_memory_used 2255.0 	retained_memory_used 2252.0 	retained_max_memory_used 2252.0
time 2021-06-24 16:13:53.935210 	memory 2257.0 	max_memory_used 2257.0 	retained_memory_used 2254.0 	retained_max_memory_used 2254.0
time 2021-06-24 16:13:53.978439 	memory 2261.0 	max_memory_used 2261.0 	retained_memory_used 2258.0 	retained_max_memory_used 2258.0
time 2021-06-24 16:13:54.068966 	memory 2263.0 	max_memory_used 2263.0 	retained_memory_used 2260.0 	retained_max_memory_used 2260.0
time 2021-06-24 16:13:54.087633 	memory 2267.0 	max_memory_used 2267.0 	retained_memory_used 2264.0 	retained_max_memory_used 2264.0
time 2021-06-24 16:13:54.138398 	memory 2269.0 	max_memory_used 2269.0 	retained_memory_used 2266.0 	retained_max_memory_used 2266.0
time 2021-06-24 16:13:54.171450 	memory 2273.0 	max_memory_used 2273.0 	retained_memory_used 2270.0 	retained_max_memory_used 2270.0
time 2021-06-24 16:13:54.223242 	memory 2277.0 	max_memory_used 2277.0 	retained_memory_used 2274.0 	retained_max_memory_used 2274.0
time 2021-06-24 16:13:54.266643 	memory 2281.0 	max_memory_used 2281.0 	retained_memory_used 2278.0 	retained_max_memory_used 2278.0
