time 2021-06-24 18:53:42.861627 	memory 574.0 	max_memory_used 574.0 	retained_memory_used 571.0 	retained_max_memory_used 571.0
time 2021-06-24 18:53:42.862142 	memory 580.0 	max_memory_used 580.0 	retained_memory_used 577.0 	retained_max_memory_used 577.0
time 2021-06-24 18:53:43.081462 	memory 594.0 	max_memory_used 594.0 	retained_memory_used 591.0 	retained_max_memory_used 591.0
time 2021-06-24 18:53:43.083569 	memory 614.0 	max_memory_used 614.0 	retained_memory_used 611.0 	retained_max_memory_used 611.0
time 2021-06-24 18:53:43.087217 	memory 618.0 	max_memory_used 618.0 	retained_memory_used 615.0 	retained_max_memory_used 615.0
time 2021-06-24 18:53:43.087555 	memory 622.0 	max_memory_used 622.0 	retained_memory_used 619.0 	retained_max_memory_used 619.0
time 2021-06-24 18:53:43.087863 	memory 626.0 	max_memory_used 626.0 	retained_memory_used 623.0 	retained_max_memory_used 623.0
time 2021-06-24 18:53:43.088162 	memory 630.0 	max_memory_used 630.0 	retained_memory_used 627.0 	retained_max_memory_used 627.0
time 2021-06-24 18:53:43.096310 	memory 634.0 	max_memory_used 634.0 	retained_memory_used 631.0 	retained_max_memory_used 631.0
time 2021-06-24 18:53:43.096809 	memory 640.0 	max_memory_used 640.0 	retained_memory_used 637.0 	retained_max_memory_used 637.0
time 2021-06-24 18:53:43.098740 	memory 646.0 	max_memory_used 646.0 	retained_memory_used 643.0 	retained_max_memory_used 643.0
time 2021-06-24 18:53:43.105729 	memory 664.0 	max_memory_used 664.0 	retained_memory_used 661.0 	retained_max_memory_used 661.0
time 2021-06-24 18:53:43.132790 	memory 666.0 	max_memory_used 666.0 	retained_memory_used 663.0 	retained_max_memory_used 663.0
time 2021-06-24 18:53:43.133444 	memory 668.0 	max_memory_used 668.0 	retained_memory_used 665.0 	retained_max_memory_used 665.0
time 2021-06-24 18:53:43.134084 	memory 672.0 	max_memory_used 672.0 	retained_memory_used 669.0 	retained_max_memory_used 669.0
time 2021-06-24 18:53:43.134752 	memory 676.0 	max_memory_used 676.0 	retained_memory_used 673.0 	retained_max_memory_used 673.0
time 2021-06-24 18:53:43.135422 	memory 680.0 	max_memory_used 680.0 	retained_memory_used 677.0 	retained_max_memory_used 677.0
time 2021-06-24 18:53:43.135875 	memory 684.0 	max_memory_used 684.0 	retained_memory_used 681.0 	retained_max_memory_used 681.0
time 2021-06-24 18:53:43.136395 	memory 688.0 	max_memory_used 688.0 	retained_memory_used 685.0 	retained_max_memory_used 685.0
time 2021-06-24 18:53:43.136843 	memory 692.0 	max_memory_used 692.0 	retained_memory_used 689.0 	retained_max_memory_used 689.0
time 2021-06-24 18:53:43.137301 	memory 696.0 	max_memory_used 696.0 	retained_memory_used 693.0 	retained_max_memory_used 693.0
time 2021-06-24 18:53:43.138432 	memory 700.0 	max_memory_used 700.0 	retained_memory_used 697.0 	retained_max_memory_used 697.0
time 2021-06-24 18:53:43.157298 	memory 718.0 	max_memory_used 718.0 	retained_memory_used 715.0 	retained_max_memory_used 715.0
time 2021-06-24 18:53:43.163260 	memory 720.0 	max_memory_used 720.0 	retained_memory_used 717.0 	retained_max_memory_used 717.0
time 2021-06-24 18:53:43.163948 	memory 744.0 	max_memory_used 744.0 	retained_memory_used 741.0 	retained_max_memory_used 741.0
time 2021-06-24 18:53:43.166635 	memory 748.0 	max_memory_used 748.0 	retained_memory_used 745.0 	retained_max_memory_used 745.0
time 2021-06-24 18:53:43.166993 	memory 752.0 	max_memory_used 752.0 	retained_memory_used 749.0 	retained_max_memory_used 749.0
time 2021-06-24 18:53:43.167523 	memory 756.0 	max_memory_used 756.0 	retained_memory_used 753.0 	retained_max_memory_used 753.0
time 2021-06-24 18:53:43.168335 	memory 760.0 	max_memory_used 760.0 	retained_memory_used 757.0 	retained_max_memory_used 757.0
time 2021-06-24 18:53:43.193488 	memory 768.0 	max_memory_used 768.0 	retained_memory_used 765.0 	retained_max_memory_used 765.0
time 2021-06-24 18:53:43.206824 	memory 770.0 	max_memory_used 770.0 	retained_memory_used 767.0 	retained_max_memory_used 767.0
time 2021-06-24 18:53:43.207280 	memory 774.0 	max_memory_used 774.0 	retained_memory_used 771.0 	retained_max_memory_used 771.0
time 2021-06-24 18:53:43.207710 	memory 778.0 	max_memory_used 778.0 	retained_memory_used 775.0 	retained_max_memory_used 775.0
time 2021-06-24 18:53:43.218573 	memory 794.0 	max_memory_used 794.0 	retained_memory_used 791.0 	retained_max_memory_used 791.0
time 2021-06-24 18:53:43.299329 	memory 796.0 	max_memory_used 796.0 	retained_memory_used 793.0 	retained_max_memory_used 793.0
time 2021-06-24 18:53:43.331089 	memory 800.0 	max_memory_used 800.0 	retained_memory_used 797.0 	retained_max_memory_used 797.0
time 2021-06-24 18:53:43.336065 	memory 802.0 	max_memory_used 802.0 	retained_memory_used 799.0 	retained_max_memory_used 799.0
