time 2021-06-24 19:24:05.630790 	memory 630.0 	max_memory_used 630.0 	retained_memory_used 627.0 	retained_max_memory_used 627.0
time 2021-06-24 19:24:05.631396 	memory 634.0 	max_memory_used 634.0 	retained_memory_used 631.0 	retained_max_memory_used 631.0
time 2021-06-24 19:24:05.664201 	memory 648.0 	max_memory_used 648.0 	retained_memory_used 645.0 	retained_max_memory_used 645.0
time 2021-06-24 19:24:05.664755 	memory 652.0 	max_memory_used 652.0 	retained_memory_used 649.0 	retained_max_memory_used 649.0
time 2021-06-24 19:24:05.675370 	memory 1006.0 	max_memory_used 1006.0 	retained_memory_used 1003.0 	retained_max_memory_used 1003.0
time 2021-06-24 19:24:05.720106 	memory 1010.0 	max_memory_used 1010.0 	retained_memory_used 1007.0 	retained_max_memory_used 1007.0
time 2021-06-24 19:24:05.766894 	memory 1018.0 	max_memory_used 1018.0 	retained_memory_used 1015.0 	retained_max_memory_used 1015.0
time 2021-06-24 19:24:05.814657 	memory 1026.0 	max_memory_used 1026.0 	retained_memory_used 1023.0 	retained_max_memory_used 1023.0
time 2021-06-24 19:24:05.868315 	memory 1038.0 	max_memory_used 1038.0 	retained_memory_used 1035.0 	retained_max_memory_used 1035.0
time 2021-06-24 19:24:05.931608 	memory 1050.0 	max_memory_used 1050.0 	retained_memory_used 1047.0 	retained_max_memory_used 1047.0
time 2021-06-24 19:24:05.993362 	memory 1062.0 	max_memory_used 1062.0 	retained_memory_used 1059.0 	retained_max_memory_used 1059.0
time 2021-06-24 19:24:06.389963 	memory 1066.0 	max_memory_used 1066.0 	retained_memory_used 1063.0 	retained_max_memory_used 1063.0
time 2021-06-24 19:24:06.431210 	memory 1070.0 	max_memory_used 1070.0 	retained_memory_used 1067.0 	retained_max_memory_used 1067.0
time 2021-06-24 19:24:06.472501 	memory 1080.0 	max_memory_used 1080.0 	retained_memory_used 1077.0 	retained_max_memory_used 1077.0
time 2021-06-24 19:24:06.678432 	memory 1084.0 	max_memory_used 1084.0 	retained_memory_used 1081.0 	retained_max_memory_used 1081.0
time 2021-06-24 19:24:06.874159 	memory 1086.0 	max_memory_used 1086.0 	retained_memory_used 1083.0 	retained_max_memory_used 1083.0
time 2021-06-24 19:24:06.910559 	memory 1088.0 	max_memory_used 1088.0 	retained_memory_used 1085.0 	retained_max_memory_used 1085.0
time 2021-06-24 19:24:06.947793 	memory 1090.0 	max_memory_used 1090.0 	retained_memory_used 1087.0 	retained_max_memory_used 1087.0
time 2021-06-24 19:24:06.981918 	memory 1092.0 	max_memory_used 1092.0 	retained_memory_used 1089.0 	retained_max_memory_used 1089.0
time 2021-06-24 19:24:07.020306 	memory 1096.0 	max_memory_used 1096.0 	retained_memory_used 1093.0 	retained_max_memory_used 1093.0
time 2021-06-24 19:24:07.055989 	memory 1098.0 	max_memory_used 1098.0 	retained_memory_used 1095.0 	retained_max_memory_used 1095.0
time 2021-06-24 19:24:07.092618 	memory 1102.0 	max_memory_used 1102.0 	retained_memory_used 1099.0 	retained_max_memory_used 1099.0
time 2021-06-24 19:24:07.128695 	memory 1104.0 	max_memory_used 1104.0 	retained_memory_used 1101.0 	retained_max_memory_used 1101.0
time 2021-06-24 19:24:07.160020 	memory 1108.0 	max_memory_used 1108.0 	retained_memory_used 1105.0 	retained_max_memory_used 1105.0
time 2021-06-24 19:24:07.193600 	memory 1110.0 	max_memory_used 1110.0 	retained_memory_used 1107.0 	retained_max_memory_used 1107.0
time 2021-06-24 19:24:07.225783 	memory 1114.0 	max_memory_used 1114.0 	retained_memory_used 1111.0 	retained_max_memory_used 1111.0
time 2021-06-24 19:24:07.261963 	memory 1124.0 	max_memory_used 1124.0 	retained_memory_used 1121.0 	retained_max_memory_used 1121.0
time 2021-06-24 19:24:07.491736 	memory 1126.0 	max_memory_used 1126.0 	retained_memory_used 1123.0 	retained_max_memory_used 1123.0
time 2021-06-24 19:24:07.545406 	memory 1128.0 	max_memory_used 1128.0 	retained_memory_used 1125.0 	retained_max_memory_used 1125.0
time 2021-06-24 19:24:07.572963 	memory 1130.0 	max_memory_used 1130.0 	retained_memory_used 1127.0 	retained_max_memory_used 1127.0
time 2021-06-24 19:24:07.633259 	memory 1132.0 	max_memory_used 1132.0 	retained_memory_used 1129.0 	retained_max_memory_used 1129.0
time 2021-06-24 19:24:07.688821 	memory 1134.0 	max_memory_used 1134.0 	retained_memory_used 1131.0 	retained_max_memory_used 1131.0
time 2021-06-24 19:24:15.803971 	memory 1136.0 	max_memory_used 1136.0 	retained_memory_used 1133.0 	retained_max_memory_used 1133.0
