time 2021-06-24 03:14:25.048451 	memory 3637.0 	max_memory_used 3637.0 	retained_memory_used 3634.0 	retained_max_memory_used 3634.0
time 2021-06-24 03:14:25.581626 	memory 3663.0 	max_memory_used 3663.0 	retained_memory_used 3660.0 	retained_max_memory_used 3660.0
time 2021-06-24 03:14:25.582369 	memory 3689.0 	max_memory_used 3689.0 	retained_memory_used 3686.0 	retained_max_memory_used 3686.0
time 2021-06-24 03:14:25.582862 	memory 3715.0 	max_memory_used 3715.0 	retained_memory_used 3712.0 	retained_max_memory_used 3712.0
time 2021-06-24 03:14:25.583801 	memory 3721.0 	max_memory_used 3721.0 	retained_memory_used 3718.0 	retained_max_memory_used 3718.0
time 2021-06-24 03:14:25.584346 	memory 3747.0 	max_memory_used 3747.0 	retained_memory_used 3744.0 	retained_max_memory_used 3744.0
time 2021-06-24 03:14:25.584819 	memory 3755.0 	max_memory_used 3755.0 	retained_memory_used 3752.0 	retained_max_memory_used 3752.0
time 2021-06-24 03:14:25.585231 	memory 3765.0 	max_memory_used 3765.0 	retained_memory_used 3762.0 	retained_max_memory_used 3762.0
time 2021-06-24 03:14:25.589866 	memory 3767.0 	max_memory_used 3767.0 	retained_memory_used 3764.0 	retained_max_memory_used 3764.0
time 2021-06-24 03:14:25.596894 	memory 3769.0 	max_memory_used 3769.0 	retained_memory_used 3766.0 	retained_max_memory_used 3766.0
time 2021-06-24 03:14:25.597430 	memory 3773.0 	max_memory_used 3773.0 	retained_memory_used 3770.0 	retained_max_memory_used 3770.0
time 2021-06-24 03:14:25.597940 	memory 3781.0 	max_memory_used 3781.0 	retained_memory_used 3778.0 	retained_max_memory_used 3778.0
time 2021-06-24 03:14:25.598358 	memory 3785.0 	max_memory_used 3785.0 	retained_memory_used 3782.0 	retained_max_memory_used 3782.0
time 2021-06-24 03:14:25.599391 	memory 3789.0 	max_memory_used 3789.0 	retained_memory_used 3786.0 	retained_max_memory_used 3786.0
time 2021-06-24 03:14:25.641798 	memory 3797.0 	max_memory_used 3797.0 	retained_memory_used 3794.0 	retained_max_memory_used 3794.0
time 2021-06-24 03:14:25.644634 	memory 3803.0 	max_memory_used 3803.0 	retained_memory_used 3800.0 	retained_max_memory_used 3800.0
time 2021-06-24 03:14:25.645016 	memory 3805.0 	max_memory_used 3805.0 	retained_memory_used 3802.0 	retained_max_memory_used 3802.0
time 2021-06-24 03:14:25.645530 	memory 3831.0 	max_memory_used 3831.0 	retained_memory_used 3828.0 	retained_max_memory_used 3828.0
time 2021-06-24 03:14:25.651425 	memory 4183.0 	max_memory_used 4183.0 	retained_memory_used 4180.0 	retained_max_memory_used 4180.0
time 2021-06-24 03:14:25.679828 	memory 4243.0 	max_memory_used 4243.0 	retained_memory_used 4240.0 	retained_max_memory_used 4240.0
time 2021-06-24 03:14:25.758764 	memory 4245.0 	max_memory_used 4245.0 	retained_memory_used 4242.0 	retained_max_memory_used 4242.0
time 2021-06-24 03:14:38.057465 	memory 4365.0 	max_memory_used 4365.0 	retained_memory_used 4362.0 	retained_max_memory_used 4362.0
time 2021-06-24 03:14:38.058229 	memory 4373.0 	max_memory_used 4373.0 	retained_memory_used 4370.0 	retained_max_memory_used 4370.0
time 2021-06-24 03:14:38.059203 	memory 4381.0 	max_memory_used 4381.0 	retained_memory_used 4378.0 	retained_max_memory_used 4378.0
time 2021-06-24 03:14:39.574366 	memory 4629.0 	max_memory_used 4629.0 	retained_memory_used 4626.0 	retained_max_memory_used 4626.0
time 2021-06-24 03:14:42.704024 	memory 4671.0 	max_memory_used 4671.0 	retained_memory_used 4668.0 	retained_max_memory_used 4668.0
time 2021-06-24 03:14:50.588387 	memory 4983.0 	max_memory_used 4983.0 	retained_memory_used 4980.0 	retained_max_memory_used 4980.0
