time 2021-06-24 03:20:02.480351 	memory 3806.0 	max_memory_used 3806.0 	retained_memory_used 3803.0 	retained_max_memory_used 3803.0
time 2021-06-24 03:20:02.805175 	memory 3832.0 	max_memory_used 3832.0 	retained_memory_used 3829.0 	retained_max_memory_used 3829.0
time 2021-06-24 03:20:02.806184 	memory 3858.0 	max_memory_used 3858.0 	retained_memory_used 3855.0 	retained_max_memory_used 3855.0
time 2021-06-24 03:20:02.835688 	memory 3860.0 	max_memory_used 3860.0 	retained_memory_used 3857.0 	retained_max_memory_used 3857.0
time 2021-06-24 03:20:02.836151 	memory 3864.0 	max_memory_used 3864.0 	retained_memory_used 3861.0 	retained_max_memory_used 3861.0
time 2021-06-24 03:20:02.837567 	memory 3868.0 	max_memory_used 3868.0 	retained_memory_used 3865.0 	retained_max_memory_used 3865.0
time 2021-06-24 03:20:02.838181 	memory 3872.0 	max_memory_used 3872.0 	retained_memory_used 3869.0 	retained_max_memory_used 3869.0
time 2021-06-24 03:20:02.838817 	memory 3880.0 	max_memory_used 3880.0 	retained_memory_used 3877.0 	retained_max_memory_used 3877.0
time 2021-06-24 03:20:02.839281 	memory 3888.0 	max_memory_used 3888.0 	retained_memory_used 3885.0 	retained_max_memory_used 3885.0
time 2021-06-24 03:20:02.841272 	memory 3892.0 	max_memory_used 3892.0 	retained_memory_used 3889.0 	retained_max_memory_used 3889.0
time 2021-06-24 03:20:02.842091 	memory 3896.0 	max_memory_used 3896.0 	retained_memory_used 3893.0 	retained_max_memory_used 3893.0
time 2021-06-24 03:20:02.842773 	memory 3902.0 	max_memory_used 3902.0 	retained_memory_used 3899.0 	retained_max_memory_used 3899.0
time 2021-06-24 03:20:02.844392 	memory 3908.0 	max_memory_used 3908.0 	retained_memory_used 3905.0 	retained_max_memory_used 3905.0
time 2021-06-24 03:20:02.845183 	memory 3916.0 	max_memory_used 3916.0 	retained_memory_used 3913.0 	retained_max_memory_used 3913.0
time 2021-06-24 03:20:02.845680 	memory 3924.0 	max_memory_used 3924.0 	retained_memory_used 3921.0 	retained_max_memory_used 3921.0
time 2021-06-24 03:20:02.847352 	memory 3926.0 	max_memory_used 3926.0 	retained_memory_used 3923.0 	retained_max_memory_used 3923.0
time 2021-06-24 03:20:02.848089 	memory 3934.0 	max_memory_used 3934.0 	retained_memory_used 3931.0 	retained_max_memory_used 3931.0
time 2021-06-24 03:20:02.848622 	memory 3938.0 	max_memory_used 3938.0 	retained_memory_used 3935.0 	retained_max_memory_used 3935.0
time 2021-06-24 03:20:02.849375 	memory 3948.0 	max_memory_used 3948.0 	retained_memory_used 3945.0 	retained_max_memory_used 3945.0
time 2021-06-24 03:20:02.849885 	memory 3962.0 	max_memory_used 3962.0 	retained_memory_used 3959.0 	retained_max_memory_used 3959.0
time 2021-06-24 03:20:02.852755 	memory 3966.0 	max_memory_used 3966.0 	retained_memory_used 3963.0 	retained_max_memory_used 3963.0
time 2021-06-24 03:20:02.853624 	memory 3976.0 	max_memory_used 3976.0 	retained_memory_used 3973.0 	retained_max_memory_used 3973.0
time 2021-06-24 03:20:02.854370 	memory 4002.0 	max_memory_used 4002.0 	retained_memory_used 3999.0 	retained_max_memory_used 3999.0
time 2021-06-24 03:20:02.857169 	memory 4368.0 	max_memory_used 4368.0 	retained_memory_used 4365.0 	retained_max_memory_used 4365.0
time 2021-06-24 03:20:02.857772 	memory 4372.0 	max_memory_used 4372.0 	retained_memory_used 4369.0 	retained_max_memory_used 4369.0
time 2021-06-24 03:20:02.858214 	memory 4376.0 	max_memory_used 4376.0 	retained_memory_used 4373.0 	retained_max_memory_used 4373.0
time 2021-06-24 03:20:02.859411 	memory 4402.0 	max_memory_used 4402.0 	retained_memory_used 4399.0 	retained_max_memory_used 4399.0
time 2021-06-24 03:20:02.893032 	memory 4406.0 	max_memory_used 4406.0 	retained_memory_used 4403.0 	retained_max_memory_used 4403.0
time 2021-06-24 03:20:02.894312 	memory 4408.0 	max_memory_used 4408.0 	retained_memory_used 4405.0 	retained_max_memory_used 4405.0
time 2021-06-24 03:20:02.895561 	memory 4410.0 	max_memory_used 4410.0 	retained_memory_used 4407.0 	retained_max_memory_used 4407.0
time 2021-06-24 03:20:02.924494 	memory 4704.0 	max_memory_used 4704.0 	retained_memory_used 4701.0 	retained_max_memory_used 4701.0
time 2021-06-24 03:20:02.976059 	memory 4894.0 	max_memory_used 4894.0 	retained_memory_used 4891.0 	retained_max_memory_used 4891.0
time 2021-06-24 03:20:03.012253 	memory 4910.0 	max_memory_used 4910.0 	retained_memory_used 4907.0 	retained_max_memory_used 4907.0
time 2021-06-24 03:20:03.013117 	memory 5302.0 	max_memory_used 5302.0 	retained_memory_used 5299.0 	retained_max_memory_used 5299.0
time 2021-06-24 03:20:03.050241 	memory 5350.0 	max_memory_used 5350.0 	retained_memory_used 5347.0 	retained_max_memory_used 5347.0
time 2021-06-24 03:20:03.059764 	memory 5678.0 	max_memory_used 5678.0 	retained_memory_used 5675.0 	retained_max_memory_used 5675.0
time 2021-06-24 03:20:03.153972 	memory 5690.0 	max_memory_used 5690.0 	retained_memory_used 5687.0 	retained_max_memory_used 5687.0
time 2021-06-24 03:20:03.155554 	memory 5704.0 	max_memory_used 5704.0 	retained_memory_used 5701.0 	retained_max_memory_used 5701.0
time 2021-06-24 03:20:03.157499 	memory 5718.0 	max_memory_used 5718.0 	retained_memory_used 5715.0 	retained_max_memory_used 5715.0
time 2021-06-24 03:20:03.158964 	memory 5744.0 	max_memory_used 5744.0 	retained_memory_used 5741.0 	retained_max_memory_used 5741.0
time 2021-06-24 03:20:03.161467 	memory 5770.0 	max_memory_used 5770.0 	retained_memory_used 5767.0 	retained_max_memory_used 5767.0
time 2021-06-24 03:20:03.163950 	memory 5796.0 	max_memory_used 5796.0 	retained_memory_used 5793.0 	retained_max_memory_used 5793.0
time 2021-06-24 03:20:03.166449 	memory 5822.0 	max_memory_used 5822.0 	retained_memory_used 5819.0 	retained_max_memory_used 5819.0
time 2021-06-24 03:20:32.219571 	memory 5824.0 	max_memory_used 5824.0 	retained_memory_used 5821.0 	retained_max_memory_used 5821.0
time 2021-06-24 03:20:32.220053 	memory 5850.0 	max_memory_used 5850.0 	retained_memory_used 5847.0 	retained_max_memory_used 5847.0
time 2021-06-24 03:20:33.797940 	memory 5946.0 	max_memory_used 5946.0 	retained_memory_used 5943.0 	retained_max_memory_used 5943.0
time 2021-06-24 03:20:35.474235 	memory 5990.0 	max_memory_used 5990.0 	retained_memory_used 5987.0 	retained_max_memory_used 5987.0
