time 2021-06-24 15:15:17.581529 	memory 1253.0 	max_memory_used 1253.0 	retained_memory_used 1250.0 	retained_max_memory_used 1250.0
time 2021-06-24 15:15:17.598334 	memory 1255.0 	max_memory_used 1255.0 	retained_memory_used 1252.0 	retained_max_memory_used 1252.0
time 2021-06-24 15:15:17.602812 	memory 1263.0 	max_memory_used 1263.0 	retained_memory_used 1260.0 	retained_max_memory_used 1260.0
time 2021-06-24 15:15:17.607669 	memory 1265.0 	max_memory_used 1265.0 	retained_memory_used 1262.0 	retained_max_memory_used 1262.0
time 2021-06-24 15:15:17.608750 	memory 1267.0 	max_memory_used 1267.0 	retained_memory_used 1264.0 	retained_max_memory_used 1264.0
time 2021-06-24 15:15:17.615356 	memory 1271.0 	max_memory_used 1271.0 	retained_memory_used 1268.0 	retained_max_memory_used 1268.0
time 2021-06-24 15:15:17.616420 	memory 1279.0 	max_memory_used 1279.0 	retained_memory_used 1276.0 	retained_max_memory_used 1276.0
time 2021-06-24 15:15:17.638166 	memory 1285.0 	max_memory_used 1285.0 	retained_memory_used 1282.0 	retained_max_memory_used 1282.0
time 2021-06-24 15:15:17.644828 	memory 1287.0 	max_memory_used 1287.0 	retained_memory_used 1284.0 	retained_max_memory_used 1284.0
time 2021-06-24 15:15:17.656572 	memory 1295.0 	max_memory_used 1295.0 	retained_memory_used 1292.0 	retained_max_memory_used 1292.0
time 2021-06-24 15:15:17.663941 	memory 1297.0 	max_memory_used 1297.0 	retained_memory_used 1294.0 	retained_max_memory_used 1294.0
time 2021-06-24 15:15:17.667573 	memory 1299.0 	max_memory_used 1299.0 	retained_memory_used 1296.0 	retained_max_memory_used 1296.0
time 2021-06-24 15:15:17.671597 	memory 1301.0 	max_memory_used 1301.0 	retained_memory_used 1298.0 	retained_max_memory_used 1298.0
time 2021-06-24 15:15:17.672726 	memory 1311.0 	max_memory_used 1311.0 	retained_memory_used 1308.0 	retained_max_memory_used 1308.0
time 2021-06-24 15:15:17.676553 	memory 1335.0 	max_memory_used 1335.0 	retained_memory_used 1332.0 	retained_max_memory_used 1332.0
time 2021-06-24 15:15:17.693081 	memory 1345.0 	max_memory_used 1345.0 	retained_memory_used 1342.0 	retained_max_memory_used 1342.0
time 2021-06-24 15:15:17.694618 	memory 1349.0 	max_memory_used 1349.0 	retained_memory_used 1346.0 	retained_max_memory_used 1346.0
time 2021-06-24 15:15:17.696681 	memory 1365.0 	max_memory_used 1365.0 	retained_memory_used 1362.0 	retained_max_memory_used 1362.0
time 2021-06-24 15:15:17.703868 	memory 1367.0 	max_memory_used 1367.0 	retained_memory_used 1364.0 	retained_max_memory_used 1364.0
time 2021-06-24 15:15:17.705596 	memory 1393.0 	max_memory_used 1393.0 	retained_memory_used 1390.0 	retained_max_memory_used 1390.0
time 2021-06-24 15:15:17.720378 	memory 1741.0 	max_memory_used 1741.0 	retained_memory_used 1738.0 	retained_max_memory_used 1738.0
time 2021-06-24 15:15:18.240083 	memory 1801.0 	max_memory_used 1801.0 	retained_memory_used 1798.0 	retained_max_memory_used 1798.0
time 2021-06-24 15:15:18.241363 	memory 1803.0 	max_memory_used 1803.0 	retained_memory_used 1800.0 	retained_max_memory_used 1800.0
time 2021-06-24 15:15:19.474512 	memory 1823.0 	max_memory_used 1823.0 	retained_memory_used 1820.0 	retained_max_memory_used 1820.0
time 2021-06-24 15:15:19.475133 	memory 1825.0 	max_memory_used 1825.0 	retained_memory_used 1822.0 	retained_max_memory_used 1822.0
time 2021-06-24 15:15:19.475801 	memory 1829.0 	max_memory_used 1829.0 	retained_memory_used 1826.0 	retained_max_memory_used 1826.0
time 2021-06-24 15:15:20.674222 	memory 1835.0 	max_memory_used 1835.0 	retained_memory_used 1832.0 	retained_max_memory_used 1832.0
time 2021-06-24 15:15:21.908854 	memory 1851.0 	max_memory_used 1851.0 	retained_memory_used 1848.0 	retained_max_memory_used 1848.0
time 2021-06-24 15:15:21.910177 	memory 1855.0 	max_memory_used 1855.0 	retained_memory_used 1852.0 	retained_max_memory_used 1852.0
time 2021-06-24 15:15:23.124891 	memory 1869.0 	max_memory_used 1869.0 	retained_memory_used 1866.0 	retained_max_memory_used 1866.0
time 2021-06-24 15:15:23.125603 	memory 1873.0 	max_memory_used 1873.0 	retained_memory_used 1870.0 	retained_max_memory_used 1870.0
time 2021-06-24 15:15:24.387224 	memory 1903.0 	max_memory_used 1903.0 	retained_memory_used 1900.0 	retained_max_memory_used 1900.0
time 2021-06-24 15:15:25.642559 	memory 1945.0 	max_memory_used 1945.0 	retained_memory_used 1942.0 	retained_max_memory_used 1942.0
time 2021-06-24 15:15:26.820260 	memory 2061.0 	max_memory_used 2061.0 	retained_memory_used 2058.0 	retained_max_memory_used 2058.0
time 2021-06-24 15:15:28.061767 	memory 2071.0 	max_memory_used 2071.0 	retained_memory_used 2068.0 	retained_max_memory_used 2068.0
time 2021-06-24 15:15:28.062011 	memory 2087.0 	max_memory_used 2087.0 	retained_memory_used 2084.0 	retained_max_memory_used 2084.0
time 2021-06-24 15:15:28.064095 	memory 2097.0 	max_memory_used 2097.0 	retained_memory_used 2094.0 	retained_max_memory_used 2094.0
time 2021-06-24 15:15:28.065645 	memory 2107.0 	max_memory_used 2107.0 	retained_memory_used 2104.0 	retained_max_memory_used 2104.0
