time 2021-06-24 14:38:16.114068 	memory 4056.0 	max_memory_used 4056.0 	retained_memory_used 4053.0 	retained_max_memory_used 4053.0
time 2021-06-24 14:38:16.114704 	memory 4062.0 	max_memory_used 4062.0 	retained_memory_used 4059.0 	retained_max_memory_used 4059.0
time 2021-06-24 14:38:16.115549 	memory 4064.0 	max_memory_used 4064.0 	retained_memory_used 4061.0 	retained_max_memory_used 4061.0
time 2021-06-24 14:38:16.116261 	memory 4070.0 	max_memory_used 4070.0 	retained_memory_used 4067.0 	retained_max_memory_used 4067.0
time 2021-06-24 14:38:16.117070 	memory 4072.0 	max_memory_used 4072.0 	retained_memory_used 4069.0 	retained_max_memory_used 4069.0
time 2021-06-24 14:38:17.955649 	memory 4212.0 	max_memory_used 4212.0 	retained_memory_used 4209.0 	retained_max_memory_used 4209.0
time 2021-06-24 14:38:17.956265 	memory 4216.0 	max_memory_used 4216.0 	retained_memory_used 4213.0 	retained_max_memory_used 4213.0
time 2021-06-24 14:38:17.957198 	memory 4218.0 	max_memory_used 4218.0 	retained_memory_used 4215.0 	retained_max_memory_used 4215.0
time 2021-06-24 14:38:20.675923 	memory 4256.0 	max_memory_used 4256.0 	retained_memory_used 4253.0 	retained_max_memory_used 4253.0
time 2021-06-24 14:38:20.676401 	memory 4262.0 	max_memory_used 4262.0 	retained_memory_used 4259.0 	retained_max_memory_used 4259.0
time 2021-06-24 14:38:20.677358 	memory 4268.0 	max_memory_used 4268.0 	retained_memory_used 4265.0 	retained_max_memory_used 4265.0
time 2021-06-24 14:38:20.677597 	memory 4274.0 	max_memory_used 4274.0 	retained_memory_used 4271.0 	retained_max_memory_used 4271.0
