time 2021-06-24 17:31:32.292817 	memory 1622.0 	max_memory_used 1622.0 	retained_memory_used 1619.0 	retained_max_memory_used 1619.0
time 2021-06-24 17:31:32.293342 	memory 1628.0 	max_memory_used 1628.0 	retained_memory_used 1625.0 	retained_max_memory_used 1625.0
time 2021-06-24 17:31:33.354869 	memory 1726.0 	max_memory_used 1726.0 	retained_memory_used 1723.0 	retained_max_memory_used 1723.0
time 2021-06-24 17:31:33.355748 	memory 1824.0 	max_memory_used 1824.0 	retained_memory_used 1821.0 	retained_max_memory_used 1821.0
time 2021-06-24 17:31:33.356655 	memory 1922.0 	max_memory_used 1922.0 	retained_memory_used 1919.0 	retained_max_memory_used 1919.0
time 2021-06-24 17:31:33.358880 	memory 2020.0 	max_memory_used 2020.0 	retained_memory_used 2017.0 	retained_max_memory_used 2017.0
time 2021-06-24 17:31:33.359970 	memory 2046.0 	max_memory_used 2046.0 	retained_memory_used 2043.0 	retained_max_memory_used 2043.0
time 2021-06-24 17:31:33.360619 	memory 2050.0 	max_memory_used 2050.0 	retained_memory_used 2047.0 	retained_max_memory_used 2047.0
time 2021-06-24 17:31:33.361613 	memory 2100.0 	max_memory_used 2100.0 	retained_memory_used 2097.0 	retained_max_memory_used 2097.0
time 2021-06-24 17:31:33.362048 	memory 2116.0 	max_memory_used 2116.0 	retained_memory_used 2113.0 	retained_max_memory_used 2113.0
time 2021-06-24 17:31:33.362555 	memory 2118.0 	max_memory_used 2118.0 	retained_memory_used 2115.0 	retained_max_memory_used 2115.0
time 2021-06-24 17:31:33.364732 	memory 2180.0 	max_memory_used 2180.0 	retained_memory_used 2177.0 	retained_max_memory_used 2177.0
time 2021-06-24 17:31:33.365288 	memory 2230.0 	max_memory_used 2230.0 	retained_memory_used 2227.0 	retained_max_memory_used 2227.0
time 2021-06-24 17:31:33.365919 	memory 2280.0 	max_memory_used 2280.0 	retained_memory_used 2277.0 	retained_max_memory_used 2277.0
time 2021-06-24 17:31:33.366881 	memory 2282.0 	max_memory_used 2282.0 	retained_memory_used 2279.0 	retained_max_memory_used 2279.0
time 2021-06-24 17:31:33.371493 	memory 2344.0 	max_memory_used 2344.0 	retained_memory_used 2341.0 	retained_max_memory_used 2341.0
time 2021-06-24 17:31:33.371911 	memory 2394.0 	max_memory_used 2394.0 	retained_memory_used 2391.0 	retained_max_memory_used 2391.0
time 2021-06-24 17:31:33.372522 	memory 2408.0 	max_memory_used 2408.0 	retained_memory_used 2405.0 	retained_max_memory_used 2405.0
time 2021-06-24 17:31:33.373547 	memory 2434.0 	max_memory_used 2434.0 	retained_memory_used 2431.0 	retained_max_memory_used 2431.0
time 2021-06-24 17:31:33.374484 	memory 2438.0 	max_memory_used 2438.0 	retained_memory_used 2435.0 	retained_max_memory_used 2435.0
time 2021-06-24 17:31:33.378636 	memory 2826.0 	max_memory_used 2826.0 	retained_memory_used 2823.0 	retained_max_memory_used 2823.0
time 2021-06-24 17:31:33.379028 	memory 2852.0 	max_memory_used 2852.0 	retained_memory_used 2849.0 	retained_max_memory_used 2849.0
time 2021-06-24 17:31:33.379567 	memory 2878.0 	max_memory_used 2878.0 	retained_memory_used 2875.0 	retained_max_memory_used 2875.0
time 2021-06-24 17:31:33.380490 	memory 2886.0 	max_memory_used 2886.0 	retained_memory_used 2883.0 	retained_max_memory_used 2883.0
time 2021-06-24 17:31:33.413537 	memory 2904.0 	max_memory_used 2904.0 	retained_memory_used 2901.0 	retained_max_memory_used 2901.0
time 2021-06-24 17:31:33.414043 	memory 2930.0 	max_memory_used 2930.0 	retained_memory_used 2927.0 	retained_max_memory_used 2927.0
time 2021-06-24 17:31:33.414399 	memory 2938.0 	max_memory_used 2938.0 	retained_memory_used 2935.0 	retained_max_memory_used 2935.0
time 2021-06-24 17:31:33.416492 	memory 2956.0 	max_memory_used 2956.0 	retained_memory_used 2953.0 	retained_max_memory_used 2953.0
time 2021-06-24 17:31:33.416938 	memory 2964.0 	max_memory_used 2964.0 	retained_memory_used 2961.0 	retained_max_memory_used 2961.0
time 2021-06-24 17:31:33.417354 	memory 2978.0 	max_memory_used 2978.0 	retained_memory_used 2975.0 	retained_max_memory_used 2975.0
time 2021-06-24 17:31:33.417830 	memory 2992.0 	max_memory_used 2992.0 	retained_memory_used 2989.0 	retained_max_memory_used 2989.0
time 2021-06-24 17:31:33.419722 	memory 3006.0 	max_memory_used 3006.0 	retained_memory_used 3003.0 	retained_max_memory_used 3003.0
time 2021-06-24 17:31:33.420058 	memory 3032.0 	max_memory_used 3032.0 	retained_memory_used 3029.0 	retained_max_memory_used 3029.0
time 2021-06-24 17:31:33.422895 	memory 3034.0 	max_memory_used 3034.0 	retained_memory_used 3031.0 	retained_max_memory_used 3031.0
time 2021-06-24 17:31:33.423238 	memory 3060.0 	max_memory_used 3060.0 	retained_memory_used 3057.0 	retained_max_memory_used 3057.0
time 2021-06-24 17:31:33.426802 	memory 3082.0 	max_memory_used 3082.0 	retained_memory_used 3079.0 	retained_max_memory_used 3079.0
time 2021-06-24 17:31:33.428719 	memory 3090.0 	max_memory_used 3090.0 	retained_memory_used 3087.0 	retained_max_memory_used 3087.0
time 2021-06-24 17:31:33.430670 	memory 3098.0 	max_memory_used 3098.0 	retained_memory_used 3095.0 	retained_max_memory_used 3095.0
time 2021-06-24 17:31:33.445216 	memory 3342.0 	max_memory_used 3342.0 	retained_memory_used 3339.0 	retained_max_memory_used 3339.0
