time 2021-06-24 21:14:57.506304 	memory 578.0 	max_memory_used 578.0 	retained_memory_used 575.0 	retained_max_memory_used 575.0
time 2021-06-24 21:14:57.732076 	memory 584.0 	max_memory_used 584.0 	retained_memory_used 581.0 	retained_max_memory_used 581.0
time 2021-06-24 21:14:57.733078 	memory 592.0 	max_memory_used 592.0 	retained_memory_used 589.0 	retained_max_memory_used 589.0
time 2021-06-24 21:14:57.736200 	memory 596.0 	max_memory_used 596.0 	retained_memory_used 593.0 	retained_max_memory_used 593.0
time 2021-06-24 21:14:57.736507 	memory 600.0 	max_memory_used 600.0 	retained_memory_used 597.0 	retained_max_memory_used 597.0
time 2021-06-24 21:14:57.736806 	memory 604.0 	max_memory_used 604.0 	retained_memory_used 601.0 	retained_max_memory_used 601.0
time 2021-06-24 21:14:57.737111 	memory 608.0 	max_memory_used 608.0 	retained_memory_used 605.0 	retained_max_memory_used 605.0
time 2021-06-24 21:14:57.755051 	memory 612.0 	max_memory_used 612.0 	retained_memory_used 609.0 	retained_max_memory_used 609.0
time 2021-06-24 21:14:57.766160 	memory 614.0 	max_memory_used 614.0 	retained_memory_used 611.0 	retained_max_memory_used 611.0
time 2021-06-24 21:14:57.766493 	memory 618.0 	max_memory_used 618.0 	retained_memory_used 615.0 	retained_max_memory_used 615.0
time 2021-06-24 21:14:57.766819 	memory 622.0 	max_memory_used 622.0 	retained_memory_used 619.0 	retained_max_memory_used 619.0
time 2021-06-24 21:14:57.767144 	memory 626.0 	max_memory_used 626.0 	retained_memory_used 623.0 	retained_max_memory_used 623.0
time 2021-06-24 21:14:57.785378 	memory 628.0 	max_memory_used 628.0 	retained_memory_used 625.0 	retained_max_memory_used 625.0
time 2021-06-24 21:14:57.788798 	memory 632.0 	max_memory_used 632.0 	retained_memory_used 629.0 	retained_max_memory_used 629.0
time 2021-06-24 21:14:57.803988 	memory 634.0 	max_memory_used 634.0 	retained_memory_used 631.0 	retained_max_memory_used 631.0
time 2021-06-24 21:14:57.804328 	memory 638.0 	max_memory_used 638.0 	retained_memory_used 635.0 	retained_max_memory_used 635.0
time 2021-06-24 21:14:57.804667 	memory 642.0 	max_memory_used 642.0 	retained_memory_used 639.0 	retained_max_memory_used 639.0
time 2021-06-24 21:14:57.808221 	memory 646.0 	max_memory_used 646.0 	retained_memory_used 643.0 	retained_max_memory_used 643.0
time 2021-06-24 21:14:57.832328 	memory 648.0 	max_memory_used 648.0 	retained_memory_used 645.0 	retained_max_memory_used 645.0
time 2021-06-24 21:14:57.847321 	memory 652.0 	max_memory_used 652.0 	retained_memory_used 649.0 	retained_max_memory_used 649.0
time 2021-06-24 21:14:57.847941 	memory 656.0 	max_memory_used 656.0 	retained_memory_used 653.0 	retained_max_memory_used 653.0
time 2021-06-24 21:14:57.848397 	memory 660.0 	max_memory_used 660.0 	retained_memory_used 657.0 	retained_max_memory_used 657.0
time 2021-06-24 21:14:57.878155 	memory 662.0 	max_memory_used 662.0 	retained_memory_used 659.0 	retained_max_memory_used 659.0
time 2021-06-24 21:14:57.881342 	memory 666.0 	max_memory_used 666.0 	retained_memory_used 663.0 	retained_max_memory_used 663.0
time 2021-06-24 21:14:57.895082 	memory 668.0 	max_memory_used 668.0 	retained_memory_used 665.0 	retained_max_memory_used 665.0
time 2021-06-24 21:14:57.899693 	memory 670.0 	max_memory_used 670.0 	retained_memory_used 667.0 	retained_max_memory_used 667.0
time 2021-06-24 21:14:57.906291 	memory 676.0 	max_memory_used 676.0 	retained_memory_used 673.0 	retained_max_memory_used 673.0
time 2021-06-24 21:14:57.912196 	memory 678.0 	max_memory_used 678.0 	retained_memory_used 675.0 	retained_max_memory_used 675.0
time 2021-06-24 21:14:57.918326 	memory 684.0 	max_memory_used 684.0 	retained_memory_used 681.0 	retained_max_memory_used 681.0
time 2021-06-24 21:14:57.924341 	memory 686.0 	max_memory_used 686.0 	retained_memory_used 683.0 	retained_max_memory_used 683.0
time 2021-06-24 21:14:57.930450 	memory 692.0 	max_memory_used 692.0 	retained_memory_used 689.0 	retained_max_memory_used 689.0
time 2021-06-24 21:14:57.936366 	memory 694.0 	max_memory_used 694.0 	retained_memory_used 691.0 	retained_max_memory_used 691.0
time 2021-06-24 21:14:57.943499 	memory 700.0 	max_memory_used 700.0 	retained_memory_used 697.0 	retained_max_memory_used 697.0
time 2021-06-24 21:14:57.950255 	memory 702.0 	max_memory_used 702.0 	retained_memory_used 699.0 	retained_max_memory_used 699.0
time 2021-06-24 21:14:57.956740 	memory 708.0 	max_memory_used 708.0 	retained_memory_used 705.0 	retained_max_memory_used 705.0
time 2021-06-24 21:14:57.960591 	memory 710.0 	max_memory_used 710.0 	retained_memory_used 707.0 	retained_max_memory_used 707.0
time 2021-06-24 21:14:57.961207 	memory 712.0 	max_memory_used 712.0 	retained_memory_used 709.0 	retained_max_memory_used 709.0
time 2021-06-24 21:14:57.961847 	memory 716.0 	max_memory_used 716.0 	retained_memory_used 713.0 	retained_max_memory_used 713.0
time 2021-06-24 21:14:57.962319 	memory 718.0 	max_memory_used 718.0 	retained_memory_used 715.0 	retained_max_memory_used 715.0
time 2021-06-24 21:14:57.962766 	memory 720.0 	max_memory_used 720.0 	retained_memory_used 717.0 	retained_max_memory_used 717.0
time 2021-06-24 21:14:57.963169 	memory 724.0 	max_memory_used 724.0 	retained_memory_used 721.0 	retained_max_memory_used 721.0
time 2021-06-24 21:14:57.964366 	memory 728.0 	max_memory_used 728.0 	retained_memory_used 725.0 	retained_max_memory_used 725.0
time 2021-06-24 21:14:57.965177 	memory 738.0 	max_memory_used 738.0 	retained_memory_used 735.0 	retained_max_memory_used 735.0
time 2021-06-24 21:14:57.965604 	memory 740.0 	max_memory_used 740.0 	retained_memory_used 737.0 	retained_max_memory_used 737.0
time 2021-06-24 21:14:57.968323 	memory 766.0 	max_memory_used 766.0 	retained_memory_used 763.0 	retained_max_memory_used 763.0
time 2021-06-24 21:14:57.975429 	memory 770.0 	max_memory_used 770.0 	retained_memory_used 767.0 	retained_max_memory_used 767.0
time 2021-06-24 21:14:57.977690 	memory 796.0 	max_memory_used 796.0 	retained_memory_used 793.0 	retained_max_memory_used 793.0
time 2021-06-24 21:14:57.983700 	memory 816.0 	max_memory_used 816.0 	retained_memory_used 813.0 	retained_max_memory_used 813.0
time 2021-06-24 21:14:57.983987 	memory 818.0 	max_memory_used 818.0 	retained_memory_used 815.0 	retained_max_memory_used 815.0
time 2021-06-24 21:14:57.989166 	memory 826.0 	max_memory_used 826.0 	retained_memory_used 823.0 	retained_max_memory_used 823.0
time 2021-06-24 21:14:57.992094 	memory 828.0 	max_memory_used 828.0 	retained_memory_used 825.0 	retained_max_memory_used 825.0
time 2021-06-24 21:14:57.994062 	memory 830.0 	max_memory_used 830.0 	retained_memory_used 827.0 	retained_max_memory_used 827.0
time 2021-06-24 21:14:57.996799 	memory 832.0 	max_memory_used 832.0 	retained_memory_used 829.0 	retained_max_memory_used 829.0
time 2021-06-24 21:14:57.999805 	memory 1192.0 	max_memory_used 1192.0 	retained_memory_used 1189.0 	retained_max_memory_used 1189.0
time 2021-06-24 21:14:58.001569 	memory 1196.0 	max_memory_used 1196.0 	retained_memory_used 1193.0 	retained_max_memory_used 1193.0
