time 2021-06-24 17:42:45.288926 	memory 586.0 	max_memory_used 586.0 	retained_memory_used 583.0 	retained_max_memory_used 583.0
time 2021-06-24 17:42:45.289467 	memory 606.0 	max_memory_used 606.0 	retained_memory_used 603.0 	retained_max_memory_used 603.0
time 2021-06-24 17:42:46.336916 	memory 984.0 	max_memory_used 984.0 	retained_memory_used 981.0 	retained_max_memory_used 981.0
time 2021-06-24 17:42:46.338973 	memory 988.0 	max_memory_used 988.0 	retained_memory_used 985.0 	retained_max_memory_used 985.0
time 2021-06-24 17:42:46.340280 	memory 992.0 	max_memory_used 992.0 	retained_memory_used 989.0 	retained_max_memory_used 989.0
time 2021-06-24 17:42:46.341658 	memory 1002.0 	max_memory_used 1002.0 	retained_memory_used 999.0 	retained_max_memory_used 999.0
time 2021-06-24 17:42:46.343156 	memory 1012.0 	max_memory_used 1012.0 	retained_memory_used 1009.0 	retained_max_memory_used 1009.0
time 2021-06-24 17:42:46.345135 	memory 1022.0 	max_memory_used 1022.0 	retained_memory_used 1019.0 	retained_max_memory_used 1019.0
time 2021-06-24 17:42:46.347379 	memory 1032.0 	max_memory_used 1032.0 	retained_memory_used 1029.0 	retained_max_memory_used 1029.0
time 2021-06-24 17:42:46.349211 	memory 1042.0 	max_memory_used 1042.0 	retained_memory_used 1039.0 	retained_max_memory_used 1039.0
time 2021-06-24 17:42:46.350630 	memory 1052.0 	max_memory_used 1052.0 	retained_memory_used 1049.0 	retained_max_memory_used 1049.0
time 2021-06-24 17:42:46.352034 	memory 1062.0 	max_memory_used 1062.0 	retained_memory_used 1059.0 	retained_max_memory_used 1059.0
time 2021-06-24 17:42:46.354000 	memory 1072.0 	max_memory_used 1072.0 	retained_memory_used 1069.0 	retained_max_memory_used 1069.0
time 2021-06-24 17:42:46.357917 	memory 1444.0 	max_memory_used 1444.0 	retained_memory_used 1441.0 	retained_max_memory_used 1441.0
time 2021-06-24 17:42:46.361577 	memory 1836.0 	max_memory_used 1836.0 	retained_memory_used 1833.0 	retained_max_memory_used 1833.0
time 2021-06-24 17:42:46.369476 	memory 2228.0 	max_memory_used 2228.0 	retained_memory_used 2225.0 	retained_max_memory_used 2225.0
time 2021-06-24 17:42:46.370286 	memory 2234.0 	max_memory_used 2234.0 	retained_memory_used 2231.0 	retained_max_memory_used 2231.0
