time 2021-06-24 16:46:55.858189 	memory 2026.0 	max_memory_used 2026.0 	retained_memory_used 2023.0 	retained_max_memory_used 2023.0
time 2021-06-24 16:46:55.858983 	memory 2030.0 	max_memory_used 2030.0 	retained_memory_used 2027.0 	retained_max_memory_used 2027.0
time 2021-06-24 16:46:55.859309 	memory 2032.0 	max_memory_used 2032.0 	retained_memory_used 2029.0 	retained_max_memory_used 2029.0
time 2021-06-24 16:46:55.860104 	memory 2038.0 	max_memory_used 2038.0 	retained_memory_used 2035.0 	retained_max_memory_used 2035.0
time 2021-06-24 16:46:55.861219 	memory 2040.0 	max_memory_used 2040.0 	retained_memory_used 2037.0 	retained_max_memory_used 2037.0
time 2021-06-24 16:46:55.861667 	memory 2046.0 	max_memory_used 2046.0 	retained_memory_used 2043.0 	retained_max_memory_used 2043.0
time 2021-06-24 16:46:55.863033 	memory 2048.0 	max_memory_used 2048.0 	retained_memory_used 2045.0 	retained_max_memory_used 2045.0
time 2021-06-24 16:46:55.872842 	memory 2050.0 	max_memory_used 2050.0 	retained_memory_used 2047.0 	retained_max_memory_used 2047.0
time 2021-06-24 16:46:55.910299 	memory 2378.0 	max_memory_used 2378.0 	retained_memory_used 2375.0 	retained_max_memory_used 2375.0
time 2021-06-24 16:46:55.910708 	memory 2382.0 	max_memory_used 2382.0 	retained_memory_used 2379.0 	retained_max_memory_used 2379.0
time 2021-06-24 16:46:55.911661 	memory 2388.0 	max_memory_used 2388.0 	retained_memory_used 2385.0 	retained_max_memory_used 2385.0
time 2021-06-24 16:46:55.912678 	memory 2392.0 	max_memory_used 2392.0 	retained_memory_used 2389.0 	retained_max_memory_used 2389.0
time 2021-06-24 16:46:56.287806 	memory 2692.0 	max_memory_used 2692.0 	retained_memory_used 2689.0 	retained_max_memory_used 2689.0
time 2021-06-24 16:46:56.531463 	memory 2694.0 	max_memory_used 2694.0 	retained_memory_used 2691.0 	retained_max_memory_used 2691.0
time 2021-06-24 16:46:56.613876 	memory 2718.0 	max_memory_used 2718.0 	retained_memory_used 2715.0 	retained_max_memory_used 2715.0
time 2021-06-24 16:46:56.838569 	memory 2768.0 	max_memory_used 2768.0 	retained_memory_used 2765.0 	retained_max_memory_used 2765.0
time 2021-06-24 16:46:56.866980 	memory 2772.0 	max_memory_used 2772.0 	retained_memory_used 2769.0 	retained_max_memory_used 2769.0
time 2021-06-24 16:46:56.929741 	memory 2786.0 	max_memory_used 2786.0 	retained_memory_used 2783.0 	retained_max_memory_used 2783.0
time 2021-06-24 16:46:56.973708 	memory 2794.0 	max_memory_used 2794.0 	retained_memory_used 2791.0 	retained_max_memory_used 2791.0
time 2021-06-24 16:46:56.976357 	memory 2800.0 	max_memory_used 2800.0 	retained_memory_used 2797.0 	retained_max_memory_used 2797.0
time 2021-06-24 16:46:56.991585 	memory 2804.0 	max_memory_used 2804.0 	retained_memory_used 2801.0 	retained_max_memory_used 2801.0
time 2021-06-24 16:46:56.991818 	memory 2808.0 	max_memory_used 2808.0 	retained_memory_used 2805.0 	retained_max_memory_used 2805.0
time 2021-06-24 16:46:57.034485 	memory 2812.0 	max_memory_used 2812.0 	retained_memory_used 2809.0 	retained_max_memory_used 2809.0
time 2021-06-24 16:46:57.136217 	memory 2816.0 	max_memory_used 2816.0 	retained_memory_used 2813.0 	retained_max_memory_used 2813.0
time 2021-06-24 16:46:57.174391 	memory 2822.0 	max_memory_used 2822.0 	retained_memory_used 2819.0 	retained_max_memory_used 2819.0
time 2021-06-24 16:46:57.174609 	memory 2826.0 	max_memory_used 2826.0 	retained_memory_used 2823.0 	retained_max_memory_used 2823.0
time 2021-06-24 16:46:57.232233 	memory 3182.0 	max_memory_used 3182.0 	retained_memory_used 3179.0 	retained_max_memory_used 3179.0
time 2021-06-24 16:46:57.375650 	memory 3190.0 	max_memory_used 3190.0 	retained_memory_used 3187.0 	retained_max_memory_used 3187.0
time 2021-06-24 16:46:57.455623 	memory 3202.0 	max_memory_used 3202.0 	retained_memory_used 3199.0 	retained_max_memory_used 3199.0
time 2021-06-24 16:46:58.373410 	memory 3288.0 	max_memory_used 3288.0 	retained_memory_used 3285.0 	retained_max_memory_used 3285.0
time 2021-06-24 16:46:58.564836 	memory 3306.0 	max_memory_used 3306.0 	retained_memory_used 3303.0 	retained_max_memory_used 3303.0
time 2021-06-24 16:46:58.823548 	memory 3322.0 	max_memory_used 3322.0 	retained_memory_used 3319.0 	retained_max_memory_used 3319.0
time 2021-06-24 16:46:59.339864 	memory 3366.0 	max_memory_used 3366.0 	retained_memory_used 3363.0 	retained_max_memory_used 3363.0
time 2021-06-24 16:47:04.868297 	memory 3392.0 	max_memory_used 3392.0 	retained_memory_used 3389.0 	retained_max_memory_used 3389.0
time 2021-06-24 16:47:05.022965 	memory 3402.0 	max_memory_used 3402.0 	retained_memory_used 3399.0 	retained_max_memory_used 3399.0
time 2021-06-24 16:47:10.475687 	memory 3406.0 	max_memory_used 3406.0 	retained_memory_used 3403.0 	retained_max_memory_used 3403.0
time 2021-06-24 16:47:15.916806 	memory 3420.0 	max_memory_used 3420.0 	retained_memory_used 3417.0 	retained_max_memory_used 3417.0
time 2021-06-24 16:47:47.835544 	memory 3424.0 	max_memory_used 3424.0 	retained_memory_used 3421.0 	retained_max_memory_used 3421.0
