time 2021-06-24 03:36:35.514605 	memory 2897.0 	max_memory_used 2897.0 	retained_memory_used 2894.0 	retained_max_memory_used 2894.0
time 2021-06-24 03:36:35.515152 	memory 2903.0 	max_memory_used 2903.0 	retained_memory_used 2900.0 	retained_max_memory_used 2900.0
time 2021-06-24 03:36:35.516808 	memory 2905.0 	max_memory_used 2905.0 	retained_memory_used 2902.0 	retained_max_memory_used 2902.0
time 2021-06-24 03:36:35.517604 	memory 2907.0 	max_memory_used 2907.0 	retained_memory_used 2904.0 	retained_max_memory_used 2904.0
time 2021-06-24 03:36:36.242093 	memory 2919.0 	max_memory_used 2919.0 	retained_memory_used 2916.0 	retained_max_memory_used 2916.0
time 2021-06-24 03:36:36.242833 	memory 2923.0 	max_memory_used 2923.0 	retained_memory_used 2920.0 	retained_max_memory_used 2920.0
time 2021-06-24 03:36:36.244689 	memory 2939.0 	max_memory_used 2939.0 	retained_memory_used 2936.0 	retained_max_memory_used 2936.0
time 2021-06-24 03:36:36.246610 	memory 2945.0 	max_memory_used 2945.0 	retained_memory_used 2942.0 	retained_max_memory_used 2942.0
time 2021-06-24 03:36:36.247079 	memory 2949.0 	max_memory_used 2949.0 	retained_memory_used 2946.0 	retained_max_memory_used 2946.0
time 2021-06-24 03:36:36.248912 	memory 2959.0 	max_memory_used 2959.0 	retained_memory_used 2956.0 	retained_max_memory_used 2956.0
time 2021-06-24 03:36:36.251084 	memory 2965.0 	max_memory_used 2965.0 	retained_memory_used 2962.0 	retained_max_memory_used 2962.0
time 2021-06-24 03:36:36.253019 	memory 2975.0 	max_memory_used 2975.0 	retained_memory_used 2972.0 	retained_max_memory_used 2972.0
time 2021-06-24 03:36:36.254594 	memory 2979.0 	max_memory_used 2979.0 	retained_memory_used 2976.0 	retained_max_memory_used 2976.0
time 2021-06-24 03:36:36.255263 	memory 2983.0 	max_memory_used 2983.0 	retained_memory_used 2980.0 	retained_max_memory_used 2980.0
time 2021-06-24 03:36:36.255656 	memory 2987.0 	max_memory_used 2987.0 	retained_memory_used 2984.0 	retained_max_memory_used 2984.0
time 2021-06-24 03:36:36.256850 	memory 2991.0 	max_memory_used 2991.0 	retained_memory_used 2988.0 	retained_max_memory_used 2988.0
time 2021-06-24 03:36:36.257717 	memory 2993.0 	max_memory_used 2993.0 	retained_memory_used 2990.0 	retained_max_memory_used 2990.0
time 2021-06-24 03:36:36.921837 	memory 2997.0 	max_memory_used 2997.0 	retained_memory_used 2994.0 	retained_max_memory_used 2994.0
time 2021-06-24 03:36:36.922277 	memory 3005.0 	max_memory_used 3005.0 	retained_memory_used 3002.0 	retained_max_memory_used 3002.0
time 2021-06-24 03:36:36.922813 	memory 3013.0 	max_memory_used 3013.0 	retained_memory_used 3010.0 	retained_max_memory_used 3010.0
time 2021-06-24 03:36:36.923027 	memory 3019.0 	max_memory_used 3019.0 	retained_memory_used 3016.0 	retained_max_memory_used 3016.0
time 2021-06-24 03:36:36.924077 	memory 3023.0 	max_memory_used 3023.0 	retained_memory_used 3020.0 	retained_max_memory_used 3020.0
time 2021-06-24 03:36:36.924419 	memory 3029.0 	max_memory_used 3029.0 	retained_memory_used 3026.0 	retained_max_memory_used 3026.0
time 2021-06-24 03:36:36.924665 	memory 3031.0 	max_memory_used 3031.0 	retained_memory_used 3028.0 	retained_max_memory_used 3028.0
time 2021-06-24 03:36:36.925628 	memory 3037.0 	max_memory_used 3037.0 	retained_memory_used 3034.0 	retained_max_memory_used 3034.0
time 2021-06-24 03:36:36.926125 	memory 3039.0 	max_memory_used 3039.0 	retained_memory_used 3036.0 	retained_max_memory_used 3036.0
time 2021-06-24 03:36:36.926822 	memory 3043.0 	max_memory_used 3043.0 	retained_memory_used 3040.0 	retained_max_memory_used 3040.0
time 2021-06-24 03:36:36.927052 	memory 3047.0 	max_memory_used 3047.0 	retained_memory_used 3044.0 	retained_max_memory_used 3044.0
time 2021-06-24 03:36:36.927650 	memory 3059.0 	max_memory_used 3059.0 	retained_memory_used 3056.0 	retained_max_memory_used 3056.0
time 2021-06-24 03:36:36.928166 	memory 3071.0 	max_memory_used 3071.0 	retained_memory_used 3068.0 	retained_max_memory_used 3068.0
time 2021-06-24 03:36:36.929059 	memory 3077.0 	max_memory_used 3077.0 	retained_memory_used 3074.0 	retained_max_memory_used 3074.0
time 2021-06-24 03:36:49.237685 	memory 3079.0 	max_memory_used 3079.0 	retained_memory_used 3076.0 	retained_max_memory_used 3076.0
time 2021-06-24 03:36:49.239018 	memory 3085.0 	max_memory_used 3085.0 	retained_memory_used 3082.0 	retained_max_memory_used 3082.0
time 2021-06-24 03:36:49.240468 	memory 3091.0 	max_memory_used 3091.0 	retained_memory_used 3088.0 	retained_max_memory_used 3088.0
time 2021-06-24 03:36:49.242856 	memory 3095.0 	max_memory_used 3095.0 	retained_memory_used 3092.0 	retained_max_memory_used 3092.0
