time 2021-06-24 18:28:00.569350 	memory 744.0 	max_memory_used 744.0 	retained_memory_used 741.0 	retained_max_memory_used 741.0
time 2021-06-24 18:28:00.569748 	memory 750.0 	max_memory_used 750.0 	retained_memory_used 747.0 	retained_max_memory_used 747.0
time 2021-06-24 18:28:00.885659 	memory 754.0 	max_memory_used 754.0 	retained_memory_used 751.0 	retained_max_memory_used 751.0
time 2021-06-24 18:28:00.886898 	memory 756.0 	max_memory_used 756.0 	retained_memory_used 753.0 	retained_max_memory_used 753.0
time 2021-06-24 18:28:00.887823 	memory 762.0 	max_memory_used 762.0 	retained_memory_used 759.0 	retained_max_memory_used 759.0
time 2021-06-24 18:28:00.891221 	memory 774.0 	max_memory_used 774.0 	retained_memory_used 771.0 	retained_max_memory_used 771.0
time 2021-06-24 18:28:00.891768 	memory 796.0 	max_memory_used 796.0 	retained_memory_used 793.0 	retained_max_memory_used 793.0
time 2021-06-24 18:28:00.893517 	memory 818.0 	max_memory_used 818.0 	retained_memory_used 815.0 	retained_max_memory_used 815.0
time 2021-06-24 18:28:00.898717 	memory 832.0 	max_memory_used 832.0 	retained_memory_used 829.0 	retained_max_memory_used 829.0
time 2021-06-24 18:28:00.899251 	memory 838.0 	max_memory_used 838.0 	retained_memory_used 835.0 	retained_max_memory_used 835.0
time 2021-06-24 18:28:00.899995 	memory 844.0 	max_memory_used 844.0 	retained_memory_used 841.0 	retained_max_memory_used 841.0
time 2021-06-24 18:28:00.900542 	memory 852.0 	max_memory_used 852.0 	retained_memory_used 849.0 	retained_max_memory_used 849.0
time 2021-06-24 18:28:00.901852 	memory 860.0 	max_memory_used 860.0 	retained_memory_used 857.0 	retained_max_memory_used 857.0
time 2021-06-24 18:28:00.902643 	memory 866.0 	max_memory_used 866.0 	retained_memory_used 863.0 	retained_max_memory_used 863.0
time 2021-06-24 18:28:00.903618 	memory 872.0 	max_memory_used 872.0 	retained_memory_used 869.0 	retained_max_memory_used 869.0
time 2021-06-24 18:28:00.908282 	memory 880.0 	max_memory_used 880.0 	retained_memory_used 877.0 	retained_max_memory_used 877.0
time 2021-06-24 18:28:00.910482 	memory 882.0 	max_memory_used 882.0 	retained_memory_used 879.0 	retained_max_memory_used 879.0
time 2021-06-24 18:28:00.911451 	memory 890.0 	max_memory_used 890.0 	retained_memory_used 887.0 	retained_max_memory_used 887.0
time 2021-06-24 18:28:00.912228 	memory 906.0 	max_memory_used 906.0 	retained_memory_used 903.0 	retained_max_memory_used 903.0
time 2021-06-24 18:28:00.913178 	memory 910.0 	max_memory_used 910.0 	retained_memory_used 907.0 	retained_max_memory_used 907.0
time 2021-06-24 18:28:00.922546 	memory 912.0 	max_memory_used 912.0 	retained_memory_used 909.0 	retained_max_memory_used 909.0
time 2021-06-24 18:28:00.923037 	memory 914.0 	max_memory_used 914.0 	retained_memory_used 911.0 	retained_max_memory_used 911.0
time 2021-06-24 18:28:00.923680 	memory 916.0 	max_memory_used 916.0 	retained_memory_used 913.0 	retained_max_memory_used 913.0
time 2021-06-24 18:28:00.924176 	memory 922.0 	max_memory_used 922.0 	retained_memory_used 919.0 	retained_max_memory_used 919.0
time 2021-06-24 18:28:00.928847 	memory 928.0 	max_memory_used 928.0 	retained_memory_used 925.0 	retained_max_memory_used 925.0
time 2021-06-24 18:28:00.929610 	memory 930.0 	max_memory_used 930.0 	retained_memory_used 927.0 	retained_max_memory_used 927.0
time 2021-06-24 18:28:00.930724 	memory 932.0 	max_memory_used 932.0 	retained_memory_used 929.0 	retained_max_memory_used 929.0
time 2021-06-24 18:28:00.931680 	memory 934.0 	max_memory_used 934.0 	retained_memory_used 931.0 	retained_max_memory_used 931.0
time 2021-06-24 18:28:00.932717 	memory 936.0 	max_memory_used 936.0 	retained_memory_used 933.0 	retained_max_memory_used 933.0
time 2021-06-24 18:28:00.933401 	memory 940.0 	max_memory_used 940.0 	retained_memory_used 937.0 	retained_max_memory_used 937.0
time 2021-06-24 18:28:00.938283 	memory 942.0 	max_memory_used 942.0 	retained_memory_used 939.0 	retained_max_memory_used 939.0
time 2021-06-24 18:28:00.938950 	memory 950.0 	max_memory_used 950.0 	retained_memory_used 947.0 	retained_max_memory_used 947.0
