time 2021-06-24 15:25:14.094692 	memory 3934.0 	max_memory_used 3934.0 	retained_memory_used 3931.0 	retained_max_memory_used 3931.0
time 2021-06-24 15:25:14.095370 	memory 3936.0 	max_memory_used 3936.0 	retained_memory_used 3933.0 	retained_max_memory_used 3933.0
time 2021-06-24 15:25:14.095730 	memory 3938.0 	max_memory_used 3938.0 	retained_memory_used 3935.0 	retained_max_memory_used 3935.0
time 2021-06-24 15:25:14.100747 	memory 4268.0 	max_memory_used 4268.0 	retained_memory_used 4265.0 	retained_max_memory_used 4265.0
time 2021-06-24 15:25:14.957864 	memory 4272.0 	max_memory_used 4272.0 	retained_memory_used 4269.0 	retained_max_memory_used 4269.0
time 2021-06-24 15:25:14.958523 	memory 4274.0 	max_memory_used 4274.0 	retained_memory_used 4271.0 	retained_max_memory_used 4271.0
time 2021-06-24 15:25:14.959021 	memory 4282.0 	max_memory_used 4282.0 	retained_memory_used 4279.0 	retained_max_memory_used 4279.0
time 2021-06-24 15:25:14.959582 	memory 4288.0 	max_memory_used 4288.0 	retained_memory_used 4285.0 	retained_max_memory_used 4285.0
time 2021-06-24 15:25:14.960715 	memory 4296.0 	max_memory_used 4296.0 	retained_memory_used 4293.0 	retained_max_memory_used 4293.0
time 2021-06-24 15:25:14.961435 	memory 4298.0 	max_memory_used 4298.0 	retained_memory_used 4295.0 	retained_max_memory_used 4295.0
time 2021-06-24 15:25:14.962276 	memory 4300.0 	max_memory_used 4300.0 	retained_memory_used 4297.0 	retained_max_memory_used 4297.0
time 2021-06-24 15:25:14.964645 	memory 4304.0 	max_memory_used 4304.0 	retained_memory_used 4301.0 	retained_max_memory_used 4301.0
time 2021-06-24 15:25:14.966186 	memory 4308.0 	max_memory_used 4308.0 	retained_memory_used 4305.0 	retained_max_memory_used 4305.0
time 2021-06-24 15:25:14.966723 	memory 4312.0 	max_memory_used 4312.0 	retained_memory_used 4309.0 	retained_max_memory_used 4309.0
time 2021-06-24 15:25:14.967231 	memory 4316.0 	max_memory_used 4316.0 	retained_memory_used 4313.0 	retained_max_memory_used 4313.0
time 2021-06-24 15:25:14.967627 	memory 4320.0 	max_memory_used 4320.0 	retained_memory_used 4317.0 	retained_max_memory_used 4317.0
time 2021-06-24 15:25:14.968739 	memory 4332.0 	max_memory_used 4332.0 	retained_memory_used 4329.0 	retained_max_memory_used 4329.0
time 2021-06-24 15:25:14.969596 	memory 4336.0 	max_memory_used 4336.0 	retained_memory_used 4333.0 	retained_max_memory_used 4333.0
time 2021-06-24 15:25:14.970584 	memory 4340.0 	max_memory_used 4340.0 	retained_memory_used 4337.0 	retained_max_memory_used 4337.0
time 2021-06-24 15:25:16.064275 	memory 4342.0 	max_memory_used 4342.0 	retained_memory_used 4339.0 	retained_max_memory_used 4339.0
time 2021-06-24 15:25:16.065051 	memory 4346.0 	max_memory_used 4346.0 	retained_memory_used 4343.0 	retained_max_memory_used 4343.0
time 2021-06-24 15:25:16.065651 	memory 4348.0 	max_memory_used 4348.0 	retained_memory_used 4345.0 	retained_max_memory_used 4345.0
time 2021-06-24 15:25:16.067560 	memory 4354.0 	max_memory_used 4354.0 	retained_memory_used 4351.0 	retained_max_memory_used 4351.0
time 2021-06-24 15:25:16.068315 	memory 4356.0 	max_memory_used 4356.0 	retained_memory_used 4353.0 	retained_max_memory_used 4353.0
time 2021-06-24 15:25:16.069448 	memory 4360.0 	max_memory_used 4360.0 	retained_memory_used 4357.0 	retained_max_memory_used 4357.0
time 2021-06-24 15:25:16.070106 	memory 4364.0 	max_memory_used 4364.0 	retained_memory_used 4361.0 	retained_max_memory_used 4361.0
time 2021-06-24 15:25:16.084179 	memory 4366.0 	max_memory_used 4366.0 	retained_memory_used 4363.0 	retained_max_memory_used 4363.0
time 2021-06-24 15:25:18.123489 	memory 4450.0 	max_memory_used 4450.0 	retained_memory_used 4447.0 	retained_max_memory_used 4447.0
time 2021-06-24 15:25:18.123884 	memory 4452.0 	max_memory_used 4452.0 	retained_memory_used 4449.0 	retained_max_memory_used 4449.0
time 2021-06-24 15:25:18.126115 	memory 4454.0 	max_memory_used 4454.0 	retained_memory_used 4451.0 	retained_max_memory_used 4451.0
time 2021-06-24 15:25:18.289200 	memory 4488.0 	max_memory_used 4488.0 	retained_memory_used 4485.0 	retained_max_memory_used 4485.0
time 2021-06-24 15:25:19.209809 	memory 4490.0 	max_memory_used 4490.0 	retained_memory_used 4487.0 	retained_max_memory_used 4487.0
time 2021-06-24 15:25:19.210193 	memory 4492.0 	max_memory_used 4492.0 	retained_memory_used 4489.0 	retained_max_memory_used 4489.0
time 2021-06-24 15:25:19.343159 	memory 4568.0 	max_memory_used 4568.0 	retained_memory_used 4565.0 	retained_max_memory_used 4565.0
time 2021-06-24 15:25:20.274715 	memory 4590.0 	max_memory_used 4590.0 	retained_memory_used 4587.0 	retained_max_memory_used 4587.0
time 2021-06-24 15:25:20.276182 	memory 4592.0 	max_memory_used 4592.0 	retained_memory_used 4589.0 	retained_max_memory_used 4589.0
time 2021-06-24 15:25:20.352620 	memory 4640.0 	max_memory_used 4640.0 	retained_memory_used 4637.0 	retained_max_memory_used 4637.0
time 2021-06-24 15:25:21.302482 	memory 4660.0 	max_memory_used 4660.0 	retained_memory_used 4657.0 	retained_max_memory_used 4657.0
time 2021-06-24 15:25:21.303030 	memory 4662.0 	max_memory_used 4662.0 	retained_memory_used 4659.0 	retained_max_memory_used 4659.0
time 2021-06-24 15:25:21.303872 	memory 4670.0 	max_memory_used 4670.0 	retained_memory_used 4667.0 	retained_max_memory_used 4667.0
