time 2021-06-24 16:53:49.478332 	memory 2024.0 	max_memory_used 2024.0 	retained_memory_used 2021.0 	retained_max_memory_used 2021.0
time 2021-06-24 16:53:49.484736 	memory 2738.0 	max_memory_used 2738.0 	retained_memory_used 2735.0 	retained_max_memory_used 2735.0
time 2021-06-24 16:53:49.619104 	memory 2756.0 	max_memory_used 2756.0 	retained_memory_used 2753.0 	retained_max_memory_used 2753.0
time 2021-06-24 16:53:49.695294 	memory 2774.0 	max_memory_used 2774.0 	retained_memory_used 2771.0 	retained_max_memory_used 2771.0
time 2021-06-24 16:53:49.758253 	memory 2806.0 	max_memory_used 2806.0 	retained_memory_used 2803.0 	retained_max_memory_used 2803.0
time 2021-06-24 16:53:49.845785 	memory 2818.0 	max_memory_used 2818.0 	retained_memory_used 2815.0 	retained_max_memory_used 2815.0
time 2021-06-24 16:53:49.928797 	memory 2850.0 	max_memory_used 2850.0 	retained_memory_used 2847.0 	retained_max_memory_used 2847.0
time 2021-06-24 16:53:49.964997 	memory 3204.0 	max_memory_used 3204.0 	retained_memory_used 3201.0 	retained_max_memory_used 3201.0
time 2021-06-24 16:53:50.148156 	memory 3234.0 	max_memory_used 3234.0 	retained_memory_used 3231.0 	retained_max_memory_used 3231.0
time 2021-06-24 16:53:50.354446 	memory 3236.0 	max_memory_used 3236.0 	retained_memory_used 3233.0 	retained_max_memory_used 3233.0
time 2021-06-24 16:53:50.513420 	memory 3246.0 	max_memory_used 3246.0 	retained_memory_used 3243.0 	retained_max_memory_used 3243.0
time 2021-06-24 16:53:50.659352 	memory 3262.0 	max_memory_used 3262.0 	retained_memory_used 3259.0 	retained_max_memory_used 3259.0
time 2021-06-24 16:53:51.247817 	memory 3326.0 	max_memory_used 3326.0 	retained_memory_used 3323.0 	retained_max_memory_used 3323.0
time 2021-06-24 16:53:51.299512 	memory 3332.0 	max_memory_used 3332.0 	retained_memory_used 3329.0 	retained_max_memory_used 3329.0
time 2021-06-24 16:53:51.400994 	memory 3336.0 	max_memory_used 3336.0 	retained_memory_used 3333.0 	retained_max_memory_used 3333.0
time 2021-06-24 16:53:51.575130 	memory 3364.0 	max_memory_used 3364.0 	retained_memory_used 3361.0 	retained_max_memory_used 3361.0
time 2021-06-24 16:53:52.204020 	memory 3404.0 	max_memory_used 3404.0 	retained_memory_used 3401.0 	retained_max_memory_used 3401.0
time 2021-06-24 16:53:52.319073 	memory 3410.0 	max_memory_used 3410.0 	retained_memory_used 3407.0 	retained_max_memory_used 3407.0
time 2021-06-24 16:53:57.778994 	memory 3424.0 	max_memory_used 3424.0 	retained_memory_used 3421.0 	retained_max_memory_used 3421.0
time 2021-06-24 16:54:42.345403 	memory 3438.0 	max_memory_used 3438.0 	retained_memory_used 3435.0 	retained_max_memory_used 3435.0
time 2021-06-24 16:54:42.432841 	memory 3446.0 	max_memory_used 3446.0 	retained_memory_used 3443.0 	retained_max_memory_used 3443.0
time 2021-06-24 16:54:42.523409 	memory 3456.0 	max_memory_used 3456.0 	retained_memory_used 3453.0 	retained_max_memory_used 3453.0
time 2021-06-24 16:54:42.564798 	memory 3458.0 	max_memory_used 3458.0 	retained_memory_used 3455.0 	retained_max_memory_used 3455.0
