time 2021-06-24 21:13:13.184378 	memory 600.0 	max_memory_used 600.0 	retained_memory_used 597.0 	retained_max_memory_used 597.0
time 2021-06-24 21:13:13.185007 	memory 602.0 	max_memory_used 602.0 	retained_memory_used 599.0 	retained_max_memory_used 599.0
time 2021-06-24 21:13:13.475411 	memory 606.0 	max_memory_used 606.0 	retained_memory_used 603.0 	retained_max_memory_used 603.0
time 2021-06-24 21:13:13.483905 	memory 608.0 	max_memory_used 608.0 	retained_memory_used 605.0 	retained_max_memory_used 605.0
time 2021-06-24 21:13:13.484278 	memory 612.0 	max_memory_used 612.0 	retained_memory_used 609.0 	retained_max_memory_used 609.0
time 2021-06-24 21:13:13.484619 	memory 616.0 	max_memory_used 616.0 	retained_memory_used 613.0 	retained_max_memory_used 613.0
time 2021-06-24 21:13:13.484935 	memory 620.0 	max_memory_used 620.0 	retained_memory_used 617.0 	retained_max_memory_used 617.0
time 2021-06-24 21:13:13.513890 	memory 624.0 	max_memory_used 624.0 	retained_memory_used 621.0 	retained_max_memory_used 621.0
time 2021-06-24 21:13:13.514448 	memory 628.0 	max_memory_used 628.0 	retained_memory_used 625.0 	retained_max_memory_used 625.0
time 2021-06-24 21:13:13.514968 	memory 632.0 	max_memory_used 632.0 	retained_memory_used 629.0 	retained_max_memory_used 629.0
time 2021-06-24 21:13:13.537863 	memory 634.0 	max_memory_used 634.0 	retained_memory_used 631.0 	retained_max_memory_used 631.0
time 2021-06-24 21:13:13.538251 	memory 638.0 	max_memory_used 638.0 	retained_memory_used 635.0 	retained_max_memory_used 635.0
time 2021-06-24 21:13:13.539397 	memory 644.0 	max_memory_used 644.0 	retained_memory_used 641.0 	retained_max_memory_used 641.0
time 2021-06-24 21:13:13.582259 	memory 646.0 	max_memory_used 646.0 	retained_memory_used 643.0 	retained_max_memory_used 643.0
time 2021-06-24 21:13:13.605209 	memory 650.0 	max_memory_used 650.0 	retained_memory_used 647.0 	retained_max_memory_used 647.0
time 2021-06-24 21:13:13.624532 	memory 654.0 	max_memory_used 654.0 	retained_memory_used 651.0 	retained_max_memory_used 651.0
time 2021-06-24 21:13:13.639411 	memory 656.0 	max_memory_used 656.0 	retained_memory_used 653.0 	retained_max_memory_used 653.0
time 2021-06-24 21:13:13.653119 	memory 662.0 	max_memory_used 662.0 	retained_memory_used 659.0 	retained_max_memory_used 659.0
time 2021-06-24 21:13:13.657733 	memory 664.0 	max_memory_used 664.0 	retained_memory_used 661.0 	retained_max_memory_used 661.0
time 2021-06-24 21:13:13.666872 	memory 666.0 	max_memory_used 666.0 	retained_memory_used 663.0 	retained_max_memory_used 663.0
time 2021-06-24 21:13:13.673642 	memory 668.0 	max_memory_used 668.0 	retained_memory_used 665.0 	retained_max_memory_used 665.0
time 2021-06-24 21:13:13.674215 	memory 676.0 	max_memory_used 676.0 	retained_memory_used 673.0 	retained_max_memory_used 673.0
time 2021-06-24 21:13:13.688101 	memory 682.0 	max_memory_used 682.0 	retained_memory_used 679.0 	retained_max_memory_used 679.0
