time 2021-06-24 03:10:54.364120 	memory 3679.0 	max_memory_used 3679.0 	retained_memory_used 3676.0 	retained_max_memory_used 3676.0
time 2021-06-24 03:10:54.378112 	memory 3689.0 	max_memory_used 3689.0 	retained_memory_used 3686.0 	retained_max_memory_used 3686.0
time 2021-06-24 03:10:55.509778 	memory 3723.0 	max_memory_used 3723.0 	retained_memory_used 3720.0 	retained_max_memory_used 3720.0
time 2021-06-24 03:10:55.510530 	memory 3725.0 	max_memory_used 3725.0 	retained_memory_used 3722.0 	retained_max_memory_used 3722.0
time 2021-06-24 03:10:55.511544 	memory 3751.0 	max_memory_used 3751.0 	retained_memory_used 3748.0 	retained_max_memory_used 3748.0
time 2021-06-24 03:10:55.517384 	memory 3789.0 	max_memory_used 3789.0 	retained_memory_used 3786.0 	retained_max_memory_used 3786.0
time 2021-06-24 03:10:55.523522 	memory 3791.0 	max_memory_used 3791.0 	retained_memory_used 3788.0 	retained_max_memory_used 3788.0
time 2021-06-24 03:10:55.525052 	memory 4151.0 	max_memory_used 4151.0 	retained_memory_used 4148.0 	retained_max_memory_used 4148.0
time 2021-06-24 03:10:55.556166 	memory 4327.0 	max_memory_used 4327.0 	retained_memory_used 4324.0 	retained_max_memory_used 4324.0
time 2021-06-24 03:10:55.654477 	memory 4387.0 	max_memory_used 4387.0 	retained_memory_used 4384.0 	retained_max_memory_used 4384.0
time 2021-06-24 03:10:58.708643 	memory 4395.0 	max_memory_used 4395.0 	retained_memory_used 4392.0 	retained_max_memory_used 4392.0
time 2021-06-24 03:10:58.824999 	memory 4545.0 	max_memory_used 4545.0 	retained_memory_used 4542.0 	retained_max_memory_used 4542.0
time 2021-06-24 03:11:00.273431 	memory 4675.0 	max_memory_used 4675.0 	retained_memory_used 4672.0 	retained_max_memory_used 4672.0
time 2021-06-24 03:11:05.145786 	memory 4699.0 	max_memory_used 4699.0 	retained_memory_used 4696.0 	retained_max_memory_used 4696.0
