time 2021-06-24 19:04:26.281164 	memory 612.0 	max_memory_used 612.0 	retained_memory_used 609.0 	retained_max_memory_used 609.0
time 2021-06-24 19:04:26.505920 	memory 690.0 	max_memory_used 690.0 	retained_memory_used 687.0 	retained_max_memory_used 687.0
time 2021-06-24 19:04:26.509366 	memory 768.0 	max_memory_used 768.0 	retained_memory_used 765.0 	retained_max_memory_used 765.0
time 2021-06-24 19:04:26.512743 	memory 772.0 	max_memory_used 772.0 	retained_memory_used 769.0 	retained_max_memory_used 769.0
time 2021-06-24 19:04:26.513126 	memory 776.0 	max_memory_used 776.0 	retained_memory_used 773.0 	retained_max_memory_used 773.0
time 2021-06-24 19:04:26.513411 	memory 780.0 	max_memory_used 780.0 	retained_memory_used 777.0 	retained_max_memory_used 777.0
time 2021-06-24 19:04:26.513691 	memory 784.0 	max_memory_used 784.0 	retained_memory_used 781.0 	retained_max_memory_used 781.0
time 2021-06-24 19:04:26.516836 	memory 874.0 	max_memory_used 874.0 	retained_memory_used 871.0 	retained_max_memory_used 871.0
time 2021-06-24 19:04:26.519828 	memory 876.0 	max_memory_used 876.0 	retained_memory_used 873.0 	retained_max_memory_used 873.0
time 2021-06-24 19:04:26.521021 	memory 878.0 	max_memory_used 878.0 	retained_memory_used 875.0 	retained_max_memory_used 875.0
time 2021-06-24 19:04:26.521988 	memory 880.0 	max_memory_used 880.0 	retained_memory_used 877.0 	retained_max_memory_used 877.0
time 2021-06-24 19:04:26.522876 	memory 882.0 	max_memory_used 882.0 	retained_memory_used 879.0 	retained_max_memory_used 879.0
time 2021-06-24 19:04:26.523753 	memory 884.0 	max_memory_used 884.0 	retained_memory_used 881.0 	retained_max_memory_used 881.0
time 2021-06-24 19:04:26.524621 	memory 886.0 	max_memory_used 886.0 	retained_memory_used 883.0 	retained_max_memory_used 883.0
time 2021-06-24 19:04:26.525343 	memory 888.0 	max_memory_used 888.0 	retained_memory_used 885.0 	retained_max_memory_used 885.0
time 2021-06-24 19:04:26.526141 	memory 890.0 	max_memory_used 890.0 	retained_memory_used 887.0 	retained_max_memory_used 887.0
time 2021-06-24 19:04:26.526942 	memory 894.0 	max_memory_used 894.0 	retained_memory_used 891.0 	retained_max_memory_used 891.0
time 2021-06-24 19:04:26.527764 	memory 898.0 	max_memory_used 898.0 	retained_memory_used 895.0 	retained_max_memory_used 895.0
time 2021-06-24 19:04:26.528596 	memory 902.0 	max_memory_used 902.0 	retained_memory_used 899.0 	retained_max_memory_used 899.0
time 2021-06-24 19:04:26.529456 	memory 906.0 	max_memory_used 906.0 	retained_memory_used 903.0 	retained_max_memory_used 903.0
time 2021-06-24 19:04:26.530280 	memory 910.0 	max_memory_used 910.0 	retained_memory_used 907.0 	retained_max_memory_used 907.0
time 2021-06-24 19:04:26.531111 	memory 914.0 	max_memory_used 914.0 	retained_memory_used 911.0 	retained_max_memory_used 911.0
time 2021-06-24 19:04:26.532169 	memory 918.0 	max_memory_used 918.0 	retained_memory_used 915.0 	retained_max_memory_used 915.0
time 2021-06-24 19:04:26.533261 	memory 922.0 	max_memory_used 922.0 	retained_memory_used 919.0 	retained_max_memory_used 919.0
time 2021-06-24 19:04:26.534271 	memory 926.0 	max_memory_used 926.0 	retained_memory_used 923.0 	retained_max_memory_used 923.0
time 2021-06-24 19:04:26.535273 	memory 930.0 	max_memory_used 930.0 	retained_memory_used 927.0 	retained_max_memory_used 927.0
time 2021-06-24 19:04:26.536260 	memory 938.0 	max_memory_used 938.0 	retained_memory_used 935.0 	retained_max_memory_used 935.0
time 2021-06-24 19:04:26.537600 	memory 948.0 	max_memory_used 948.0 	retained_memory_used 945.0 	retained_max_memory_used 945.0
time 2021-06-24 19:04:26.553909 	memory 950.0 	max_memory_used 950.0 	retained_memory_used 947.0 	retained_max_memory_used 947.0
time 2021-06-24 19:04:26.554701 	memory 974.0 	max_memory_used 974.0 	retained_memory_used 971.0 	retained_max_memory_used 971.0
time 2021-06-24 19:04:26.555412 	memory 1026.0 	max_memory_used 1026.0 	retained_memory_used 1023.0 	retained_max_memory_used 1023.0
time 2021-06-24 19:04:26.561587 	memory 1120.0 	max_memory_used 1120.0 	retained_memory_used 1117.0 	retained_max_memory_used 1117.0
time 2021-06-24 19:04:26.591367 	memory 1124.0 	max_memory_used 1124.0 	retained_memory_used 1121.0 	retained_max_memory_used 1121.0
time 2021-06-24 19:04:26.611753 	memory 1128.0 	max_memory_used 1128.0 	retained_memory_used 1125.0 	retained_max_memory_used 1125.0
time 2021-06-24 19:04:26.612218 	memory 1132.0 	max_memory_used 1132.0 	retained_memory_used 1129.0 	retained_max_memory_used 1129.0
time 2021-06-24 19:04:26.612633 	memory 1136.0 	max_memory_used 1136.0 	retained_memory_used 1133.0 	retained_max_memory_used 1133.0
time 2021-06-24 19:04:26.613060 	memory 1140.0 	max_memory_used 1140.0 	retained_memory_used 1137.0 	retained_max_memory_used 1137.0
time 2021-06-24 19:04:26.616858 	memory 1228.0 	max_memory_used 1228.0 	retained_memory_used 1225.0 	retained_max_memory_used 1225.0
time 2021-06-24 19:04:26.626366 	memory 1230.0 	max_memory_used 1230.0 	retained_memory_used 1227.0 	retained_max_memory_used 1227.0
time 2021-06-24 19:04:26.626871 	memory 1282.0 	max_memory_used 1282.0 	retained_memory_used 1279.0 	retained_max_memory_used 1279.0
time 2021-06-24 19:04:26.651394 	memory 1376.0 	max_memory_used 1376.0 	retained_memory_used 1373.0 	retained_max_memory_used 1373.0
time 2021-06-24 19:04:26.651891 	memory 1380.0 	max_memory_used 1380.0 	retained_memory_used 1377.0 	retained_max_memory_used 1377.0
time 2021-06-24 19:04:26.652854 	memory 1390.0 	max_memory_used 1390.0 	retained_memory_used 1387.0 	retained_max_memory_used 1387.0
time 2021-06-24 19:04:26.656755 	memory 1394.0 	max_memory_used 1394.0 	retained_memory_used 1391.0 	retained_max_memory_used 1391.0
time 2021-06-24 19:04:26.657209 	memory 1398.0 	max_memory_used 1398.0 	retained_memory_used 1395.0 	retained_max_memory_used 1395.0
time 2021-06-24 19:04:26.657611 	memory 1402.0 	max_memory_used 1402.0 	retained_memory_used 1399.0 	retained_max_memory_used 1399.0
time 2021-06-24 19:04:26.658016 	memory 1406.0 	max_memory_used 1406.0 	retained_memory_used 1403.0 	retained_max_memory_used 1403.0
time 2021-06-24 19:04:26.661665 	memory 1494.0 	max_memory_used 1494.0 	retained_memory_used 1491.0 	retained_max_memory_used 1491.0
time 2021-06-24 19:04:26.662118 	memory 1504.0 	max_memory_used 1504.0 	retained_memory_used 1501.0 	retained_max_memory_used 1501.0
time 2021-06-24 19:04:26.679713 	memory 1506.0 	max_memory_used 1506.0 	retained_memory_used 1503.0 	retained_max_memory_used 1503.0
time 2021-06-24 19:04:26.680368 	memory 1558.0 	max_memory_used 1558.0 	retained_memory_used 1555.0 	retained_max_memory_used 1555.0
time 2021-06-24 19:04:26.708452 	memory 1628.0 	max_memory_used 1628.0 	retained_memory_used 1625.0 	retained_max_memory_used 1625.0
time 2021-06-24 19:04:26.709298 	memory 1644.0 	max_memory_used 1644.0 	retained_memory_used 1641.0 	retained_max_memory_used 1641.0
time 2021-06-24 19:04:26.713620 	memory 1648.0 	max_memory_used 1648.0 	retained_memory_used 1645.0 	retained_max_memory_used 1645.0
time 2021-06-24 19:04:26.714068 	memory 1652.0 	max_memory_used 1652.0 	retained_memory_used 1649.0 	retained_max_memory_used 1649.0
time 2021-06-24 19:04:26.714469 	memory 1656.0 	max_memory_used 1656.0 	retained_memory_used 1653.0 	retained_max_memory_used 1653.0
time 2021-06-24 19:04:26.714877 	memory 1660.0 	max_memory_used 1660.0 	retained_memory_used 1657.0 	retained_max_memory_used 1657.0
time 2021-06-24 19:04:26.718506 	memory 1748.0 	max_memory_used 1748.0 	retained_memory_used 1745.0 	retained_max_memory_used 1745.0
time 2021-06-24 19:04:26.734111 	memory 1812.0 	max_memory_used 1812.0 	retained_memory_used 1809.0 	retained_max_memory_used 1809.0
time 2021-06-24 19:04:26.797561 	memory 1816.0 	max_memory_used 1816.0 	retained_memory_used 1813.0 	retained_max_memory_used 1813.0
time 2021-06-24 19:04:26.836498 	memory 1826.0 	max_memory_used 1826.0 	retained_memory_used 1823.0 	retained_max_memory_used 1823.0
time 2021-06-24 19:04:26.839716 	memory 1840.0 	max_memory_used 1840.0 	retained_memory_used 1837.0 	retained_max_memory_used 1837.0
time 2021-06-24 19:04:26.841980 	memory 1854.0 	max_memory_used 1854.0 	retained_memory_used 1851.0 	retained_max_memory_used 1851.0
time 2021-06-24 19:04:26.842988 	memory 1958.0 	max_memory_used 1958.0 	retained_memory_used 1955.0 	retained_max_memory_used 1955.0
time 2021-06-24 19:04:26.876431 	memory 1968.0 	max_memory_used 1968.0 	retained_memory_used 1965.0 	retained_max_memory_used 1965.0
time 2021-06-24 19:04:26.878025 	memory 1982.0 	max_memory_used 1982.0 	retained_memory_used 1979.0 	retained_max_memory_used 1979.0
time 2021-06-24 19:04:26.878882 	memory 1996.0 	max_memory_used 1996.0 	retained_memory_used 1993.0 	retained_max_memory_used 1993.0
time 2021-06-24 19:04:26.880397 	memory 2100.0 	max_memory_used 2100.0 	retained_memory_used 2097.0 	retained_max_memory_used 2097.0
time 2021-06-24 19:04:26.906223 	memory 2128.0 	max_memory_used 2128.0 	retained_memory_used 2125.0 	retained_max_memory_used 2125.0
time 2021-06-24 19:04:26.909851 	memory 2136.0 	max_memory_used 2136.0 	retained_memory_used 2133.0 	retained_max_memory_used 2133.0
time 2021-06-24 19:04:26.923454 	memory 2152.0 	max_memory_used 2152.0 	retained_memory_used 2149.0 	retained_max_memory_used 2149.0
time 2021-06-24 19:04:26.936224 	memory 2156.0 	max_memory_used 2156.0 	retained_memory_used 2153.0 	retained_max_memory_used 2153.0
time 2021-06-24 19:04:26.938818 	memory 2182.0 	max_memory_used 2182.0 	retained_memory_used 2179.0 	retained_max_memory_used 2179.0
time 2021-06-24 19:04:26.940570 	memory 2184.0 	max_memory_used 2184.0 	retained_memory_used 2181.0 	retained_max_memory_used 2181.0
time 2021-06-24 19:04:26.941042 	memory 2186.0 	max_memory_used 2186.0 	retained_memory_used 2183.0 	retained_max_memory_used 2183.0
time 2021-06-24 19:04:26.942674 	memory 2210.0 	max_memory_used 2210.0 	retained_memory_used 2207.0 	retained_max_memory_used 2207.0
time 2021-06-24 19:04:26.967292 	memory 2212.0 	max_memory_used 2212.0 	retained_memory_used 2209.0 	retained_max_memory_used 2209.0
time 2021-06-24 19:04:26.968950 	memory 2220.0 	max_memory_used 2220.0 	retained_memory_used 2217.0 	retained_max_memory_used 2217.0
time 2021-06-24 19:04:26.969742 	memory 2228.0 	max_memory_used 2228.0 	retained_memory_used 2225.0 	retained_max_memory_used 2225.0
time 2021-06-24 19:04:26.970684 	memory 2236.0 	max_memory_used 2236.0 	retained_memory_used 2233.0 	retained_max_memory_used 2233.0
time 2021-06-24 19:04:26.971197 	memory 2244.0 	max_memory_used 2244.0 	retained_memory_used 2241.0 	retained_max_memory_used 2241.0
time 2021-06-24 19:04:26.971654 	memory 2252.0 	max_memory_used 2252.0 	retained_memory_used 2249.0 	retained_max_memory_used 2249.0
time 2021-06-24 19:04:26.973863 	memory 2260.0 	max_memory_used 2260.0 	retained_memory_used 2257.0 	retained_max_memory_used 2257.0
time 2021-06-24 19:04:26.974452 	memory 2286.0 	max_memory_used 2286.0 	retained_memory_used 2283.0 	retained_max_memory_used 2283.0
time 2021-06-24 19:04:26.986407 	memory 2290.0 	max_memory_used 2290.0 	retained_memory_used 2287.0 	retained_max_memory_used 2287.0
time 2021-06-24 19:04:26.988821 	memory 2298.0 	max_memory_used 2298.0 	retained_memory_used 2295.0 	retained_max_memory_used 2295.0
time 2021-06-24 19:04:26.990044 	memory 2306.0 	max_memory_used 2306.0 	retained_memory_used 2303.0 	retained_max_memory_used 2303.0
time 2021-06-24 19:04:26.991906 	memory 2314.0 	max_memory_used 2314.0 	retained_memory_used 2311.0 	retained_max_memory_used 2311.0
time 2021-06-24 19:04:26.992803 	memory 2322.0 	max_memory_used 2322.0 	retained_memory_used 2319.0 	retained_max_memory_used 2319.0
time 2021-06-24 19:04:26.993926 	memory 2330.0 	max_memory_used 2330.0 	retained_memory_used 2327.0 	retained_max_memory_used 2327.0
time 2021-06-24 19:04:27.005772 	memory 2340.0 	max_memory_used 2340.0 	retained_memory_used 2337.0 	retained_max_memory_used 2337.0
time 2021-06-24 19:04:27.007674 	memory 2342.0 	max_memory_used 2342.0 	retained_memory_used 2339.0 	retained_max_memory_used 2339.0
time 2021-06-24 19:04:27.008199 	memory 2344.0 	max_memory_used 2344.0 	retained_memory_used 2341.0 	retained_max_memory_used 2341.0
time 2021-06-24 19:04:27.010170 	memory 2368.0 	max_memory_used 2368.0 	retained_memory_used 2365.0 	retained_max_memory_used 2365.0
time 2021-06-24 19:04:27.013224 	memory 2376.0 	max_memory_used 2376.0 	retained_memory_used 2373.0 	retained_max_memory_used 2373.0
time 2021-06-24 19:04:27.014162 	memory 2384.0 	max_memory_used 2384.0 	retained_memory_used 2381.0 	retained_max_memory_used 2381.0
time 2021-06-24 19:04:27.015244 	memory 2392.0 	max_memory_used 2392.0 	retained_memory_used 2389.0 	retained_max_memory_used 2389.0
time 2021-06-24 19:04:27.031098 	memory 2394.0 	max_memory_used 2394.0 	retained_memory_used 2391.0 	retained_max_memory_used 2391.0
time 2021-06-24 19:04:27.033077 	memory 2420.0 	max_memory_used 2420.0 	retained_memory_used 2417.0 	retained_max_memory_used 2417.0
time 2021-06-24 19:04:27.036157 	memory 2422.0 	max_memory_used 2422.0 	retained_memory_used 2419.0 	retained_max_memory_used 2419.0
time 2021-06-24 19:04:27.050064 	memory 2430.0 	max_memory_used 2430.0 	retained_memory_used 2427.0 	retained_max_memory_used 2427.0
time 2021-06-24 19:04:27.050665 	memory 2438.0 	max_memory_used 2438.0 	retained_memory_used 2435.0 	retained_max_memory_used 2435.0
time 2021-06-24 19:04:27.053107 	memory 2446.0 	max_memory_used 2446.0 	retained_memory_used 2443.0 	retained_max_memory_used 2443.0
time 2021-06-24 19:04:27.053970 	memory 2472.0 	max_memory_used 2472.0 	retained_memory_used 2469.0 	retained_max_memory_used 2469.0
time 2021-06-24 19:04:27.065217 	memory 2478.0 	max_memory_used 2478.0 	retained_memory_used 2475.0 	retained_max_memory_used 2475.0
time 2021-06-24 19:04:27.067010 	memory 2482.0 	max_memory_used 2482.0 	retained_memory_used 2479.0 	retained_max_memory_used 2479.0
time 2021-06-24 19:04:27.067782 	memory 2486.0 	max_memory_used 2486.0 	retained_memory_used 2483.0 	retained_max_memory_used 2483.0
time 2021-06-24 19:04:27.068628 	memory 2490.0 	max_memory_used 2490.0 	retained_memory_used 2487.0 	retained_max_memory_used 2487.0
time 2021-06-24 19:04:27.069173 	memory 2494.0 	max_memory_used 2494.0 	retained_memory_used 2491.0 	retained_max_memory_used 2491.0
time 2021-06-24 19:04:27.070416 	memory 2498.0 	max_memory_used 2498.0 	retained_memory_used 2495.0 	retained_max_memory_used 2495.0
time 2021-06-24 19:04:27.071264 	memory 2502.0 	max_memory_used 2502.0 	retained_memory_used 2499.0 	retained_max_memory_used 2499.0
time 2021-06-24 19:04:27.071819 	memory 2516.0 	max_memory_used 2516.0 	retained_memory_used 2513.0 	retained_max_memory_used 2513.0
time 2021-06-24 19:04:27.082122 	memory 2522.0 	max_memory_used 2522.0 	retained_memory_used 2519.0 	retained_max_memory_used 2519.0
time 2021-06-24 19:04:27.086260 	memory 2524.0 	max_memory_used 2524.0 	retained_memory_used 2521.0 	retained_max_memory_used 2521.0
time 2021-06-24 19:04:27.087465 	memory 2528.0 	max_memory_used 2528.0 	retained_memory_used 2525.0 	retained_max_memory_used 2525.0
time 2021-06-24 19:04:27.088255 	memory 2532.0 	max_memory_used 2532.0 	retained_memory_used 2529.0 	retained_max_memory_used 2529.0
time 2021-06-24 19:04:27.088772 	memory 2546.0 	max_memory_used 2546.0 	retained_memory_used 2543.0 	retained_max_memory_used 2543.0
time 2021-06-24 19:04:27.101915 	memory 2548.0 	max_memory_used 2548.0 	retained_memory_used 2545.0 	retained_max_memory_used 2545.0
time 2021-06-24 19:04:27.102401 	memory 2562.0 	max_memory_used 2562.0 	retained_memory_used 2559.0 	retained_max_memory_used 2559.0
time 2021-06-24 19:04:27.103180 	memory 2576.0 	max_memory_used 2576.0 	retained_memory_used 2573.0 	retained_max_memory_used 2573.0
time 2021-06-24 19:04:27.104062 	memory 2578.0 	max_memory_used 2578.0 	retained_memory_used 2575.0 	retained_max_memory_used 2575.0
time 2021-06-24 19:04:27.104836 	memory 2592.0 	max_memory_used 2592.0 	retained_memory_used 2589.0 	retained_max_memory_used 2589.0
time 2021-06-24 19:04:27.122631 	memory 2878.0 	max_memory_used 2878.0 	retained_memory_used 2875.0 	retained_max_memory_used 2875.0
