time 2021-06-24 17:40:32.247274 	memory 668.0 	max_memory_used 668.0 	retained_memory_used 665.0 	retained_max_memory_used 665.0
time 2021-06-24 17:40:32.247652 	memory 688.0 	max_memory_used 688.0 	retained_memory_used 685.0 	retained_max_memory_used 685.0
time 2021-06-24 17:40:33.315016 	memory 1064.0 	max_memory_used 1064.0 	retained_memory_used 1061.0 	retained_max_memory_used 1061.0
time 2021-06-24 17:40:33.317014 	memory 1456.0 	max_memory_used 1456.0 	retained_memory_used 1453.0 	retained_max_memory_used 1453.0
time 2021-06-24 17:40:33.317658 	memory 1460.0 	max_memory_used 1460.0 	retained_memory_used 1457.0 	retained_max_memory_used 1457.0
time 2021-06-24 17:40:33.318224 	memory 1470.0 	max_memory_used 1470.0 	retained_memory_used 1467.0 	retained_max_memory_used 1467.0
time 2021-06-24 17:40:33.319345 	memory 1862.0 	max_memory_used 1862.0 	retained_memory_used 1859.0 	retained_max_memory_used 1859.0
time 2021-06-24 17:40:33.319650 	memory 1872.0 	max_memory_used 1872.0 	retained_memory_used 1869.0 	retained_max_memory_used 1869.0
time 2021-06-24 17:40:33.326513 	memory 1882.0 	max_memory_used 1882.0 	retained_memory_used 1879.0 	retained_max_memory_used 1879.0
time 2021-06-24 17:40:33.327203 	memory 2274.0 	max_memory_used 2274.0 	retained_memory_used 2271.0 	retained_max_memory_used 2271.0
time 2021-06-24 17:40:33.328333 	memory 2284.0 	max_memory_used 2284.0 	retained_memory_used 2281.0 	retained_max_memory_used 2281.0
time 2021-06-24 17:40:33.329217 	memory 2382.0 	max_memory_used 2382.0 	retained_memory_used 2379.0 	retained_max_memory_used 2379.0
time 2021-06-24 17:40:33.330043 	memory 2392.0 	max_memory_used 2392.0 	retained_memory_used 2389.0 	retained_max_memory_used 2389.0
time 2021-06-24 17:40:33.331614 	memory 2408.0 	max_memory_used 2408.0 	retained_memory_used 2405.0 	retained_max_memory_used 2405.0
time 2021-06-24 17:40:33.332277 	memory 2604.0 	max_memory_used 2604.0 	retained_memory_used 2601.0 	retained_max_memory_used 2601.0
time 2021-06-24 17:40:33.332677 	memory 2690.0 	max_memory_used 2690.0 	retained_memory_used 2687.0 	retained_max_memory_used 2687.0
time 2021-06-24 17:40:33.343727 	memory 2700.0 	max_memory_used 2700.0 	retained_memory_used 2697.0 	retained_max_memory_used 2697.0
time 2021-06-24 17:40:33.349990 	memory 2764.0 	max_memory_used 2764.0 	retained_memory_used 2761.0 	retained_max_memory_used 2761.0
time 2021-06-24 17:40:33.356446 	memory 2828.0 	max_memory_used 2828.0 	retained_memory_used 2825.0 	retained_max_memory_used 2825.0
time 2021-06-24 17:40:33.371084 	memory 2926.0 	max_memory_used 2926.0 	retained_memory_used 2923.0 	retained_max_memory_used 2923.0
time 2021-06-24 17:40:33.373076 	memory 3122.0 	max_memory_used 3122.0 	retained_memory_used 3119.0 	retained_max_memory_used 3119.0
time 2021-06-24 17:40:33.373601 	memory 3260.0 	max_memory_used 3260.0 	retained_memory_used 3257.0 	retained_max_memory_used 3257.0
time 2021-06-24 17:40:33.383908 	memory 3298.0 	max_memory_used 3298.0 	retained_memory_used 3295.0 	retained_max_memory_used 3295.0
time 2021-06-24 17:40:33.385850 	memory 3348.0 	max_memory_used 3348.0 	retained_memory_used 3345.0 	retained_max_memory_used 3345.0
time 2021-06-24 17:40:33.388648 	memory 3446.0 	max_memory_used 3446.0 	retained_memory_used 3443.0 	retained_max_memory_used 3443.0
time 2021-06-24 17:40:33.389810 	memory 3686.0 	max_memory_used 3686.0 	retained_memory_used 3683.0 	retained_max_memory_used 3683.0
time 2021-06-24 17:40:33.390368 	memory 3690.0 	max_memory_used 3690.0 	retained_memory_used 3687.0 	retained_max_memory_used 3687.0
time 2021-06-24 17:40:33.400820 	memory 4044.0 	max_memory_used 4044.0 	retained_memory_used 4041.0 	retained_max_memory_used 4041.0
time 2021-06-24 17:40:33.402059 	memory 4454.0 	max_memory_used 4454.0 	retained_memory_used 4451.0 	retained_max_memory_used 4451.0
time 2021-06-24 17:40:33.438649 	memory 4650.0 	max_memory_used 4650.0 	retained_memory_used 4647.0 	retained_max_memory_used 4647.0
time 2021-06-24 17:40:33.449627 	memory 5062.0 	max_memory_used 5062.0 	retained_memory_used 5059.0 	retained_max_memory_used 5059.0
time 2021-06-24 17:40:33.459304 	memory 5740.0 	max_memory_used 5740.0 	retained_memory_used 5737.0 	retained_max_memory_used 5737.0
time 2021-06-24 17:40:33.480671 	memory 6232.0 	max_memory_used 6232.0 	retained_memory_used 6229.0 	retained_max_memory_used 6229.0
time 2021-06-24 17:40:33.897524 	memory 6356.0 	max_memory_used 6356.0 	retained_memory_used 6353.0 	retained_max_memory_used 6353.0
time 2021-06-24 17:40:35.996381 	memory 6358.0 	max_memory_used 6358.0 	retained_memory_used 6355.0 	retained_max_memory_used 6355.0
